code_PAM250_GO_-10_GE_-0.2,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-10_GE_-0.2,sp_norm_PAM250_GO_-10_GE_-0.2
'PRANK_b0#0082_thT_tree_45_OP_0.007558607743264889_Split_82.fasta', 198892.0, 0.062, 197874, 0.062, 22178, 0.007, 164188, 0.051, 1014388.0, 0.317, 69745, 0.022, 829515.4, 0.259
'PRANK_b0#0082_thT_tree_71_OP_0.09103776660177854_Split_82.fasta', 199355.0, 0.061, 195470, 0.06, 26012, 0.008, 168070, 0.052, 1014356.0, 0.313, 70049, 0.022, 790671.0, 0.244
'PRANK_b0#0082_thT_tree_79_OP_0.31530635882700037_Split_82.fasta', 198318.0, 0.058, 187055, 0.054, 38517, 0.011, 186974, 0.054, 1012263.0, 0.294, 82172, 0.024, 671870.2, 0.195
'PRANK_b0#0082_thT_tree_87_OP_0.47649784315417915_Split_82.fasta', 197467.0, 0.053, 172140, 0.047, 46933, 0.013, 218506, 0.059, 1009867.0, 0.273, 87925, 0.024, 584760.8, 0.158
'PRANK_b0#0082_ttH_tree_45_OP_0.007558607743264889_Split_82.fasta', 199652.0, 0.062, 198541, 0.062, 18693, 0.006, 161334, 0.05, 1018655.0, 0.317, 70062, 0.022, 869520.2, 0.271
'PRANK_b0#0082_ttH_tree_71_OP_0.09103776660177854_Split_82.fasta', 199236.0, 0.061, 194999, 0.06, 27299, 0.008, 169250, 0.052, 1014026.0, 0.312, 70466, 0.022, 777652.0, 0.24
'PRANK_b0#0083_hhH_tree_31_OP_0.34547449981977224_Split_83.fasta', 201066.0, 0.057, 181683, 0.052, 38709, 0.011, 192222, 0.055, 1026000.0, 0.292, 83338, 0.024, 683803.6, 0.195
'PRANK_b0#0083_hhT_tree_31_OP_0.34547449981977224_Split_83.fasta', 200253.0, 0.057, 181366, 0.052, 39249, 0.011, 194482, 0.056, 1021219.0, 0.292, 81683, 0.023, 671515.6, 0.192
'PRANK_b0#0083_htT_tree_31_OP_0.34547449981977224_Split_83.fasta', 200752.0, 0.057, 181423, 0.052, 39232, 0.011, 193370, 0.055, 1024167.0, 0.292, 81656, 0.023, 674829.0, 0.193
'PRANK_b0#0083_ttH_tree_31_OP_0.34547449981977224_Split_83.fasta', 201047.0, 0.057, 182311, 0.052, 38907, 0.011, 191004, 0.054, 1025450.0, 0.292, 82316, 0.023, 680495.2, 0.194
'PRANK_b0#0087_hhT_tree_55_OP_0.1825662065880233_Split_87.fasta', 198167.0, 0.059, 191197, 0.057, 28403, 0.008, 178992, 0.054, 1010595.0, 0.302, 70564, 0.021, 761330.6, 0.228
'PRANK_b0#0087_htH_tree_55_OP_0.1825662065880233_Split_87.fasta', 198056.0, 0.059, 190200, 0.057, 30504, 0.009, 181208, 0.054, 1009825.0, 0.303, 69787, 0.021, 738330.4, 0.221
'PRANK_b0#0087_thH_tree_55_OP_0.1825662065880233_Split_87.fasta', 198085.0, 0.059, 190171, 0.057, 30431, 0.009, 181208, 0.054, 1009947.0, 0.303, 69752, 0.021, 739147.4, 0.221
'PRANK_b0#0087_thT_tree_55_OP_0.1825662065880233_Split_87.fasta', 198148.0, 0.059, 191219, 0.057, 28400, 0.008, 178986, 0.054, 1010509.0, 0.302, 70536, 0.021, 761247.8, 0.228
'PRANK_b0#0091_htH_tree_62_OP_0.39074957425316376_Split_91.fasta', 199823.0, 0.055, 179262, 0.05, 39995, 0.011, 199550, 0.055, 1019499.0, 0.282, 85394, 0.024, 665033.0, 0.184
'PRANK_b0#0091_thH_tree_62_OP_0.39074957425316376_Split_91.fasta', 199181.0, 0.056, 179338, 0.05, 41974, 0.012, 200682, 0.056, 1016810.0, 0.284, 85277, 0.024, 642210.6, 0.179
'PRANK_b0#0091_thT_tree_62_OP_0.39074957425316376_Split_91.fasta', 199610.0, 0.055, 179457, 0.05, 40219, 0.011, 199586, 0.055, 1019223.0, 0.283, 85345, 0.024, 662460.8, 0.184
'PRANK_b0#0091_ttT_tree_62_OP_0.39074957425316376_Split_91.fasta', 199475.0, 0.056, 178318, 0.05, 42107, 0.012, 202134, 0.056, 1017314.0, 0.283, 84813, 0.024, 640630.2, 0.178
'PRANK_b0#0093_hhH_tree_58_OP_0.09753314308212935_Split_93.fasta', 197915.0, 0.062, 193198, 0.06, 26886, 0.008, 175494, 0.055, 1008775.0, 0.315, 69882, 0.022, 774698.2, 0.242
'PRANK_b0#0093_hhT_tree_58_OP_0.09753314308212935_Split_93.fasta', 198864.0, 0.061, 197049, 0.06, 25427, 0.008, 165894, 0.051, 1014446.0, 0.31, 69804, 0.021, 796801.2, 0.244
'PRANK_b0#0093_htH_tree_58_OP_0.09753314308212935_Split_93.fasta', 197812.0, 0.062, 192690, 0.06, 27063, 0.008, 176716, 0.055, 1007464.0, 0.315, 69394, 0.022, 770884.8, 0.241
'PRANK_b0#0093_htT_tree_58_OP_0.09753314308212935_Split_93.fasta', 198986.0, 0.061, 196929, 0.06, 25435, 0.008, 165890, 0.051, 1015094.0, 0.311, 69873, 0.021, 797439.0, 0.244
'PRANK_b0#0094_htH_tree_73_OP_0.440440603840817_Split_94.fasta', 199460.0, 0.054, 172852, 0.047, 45383, 0.012, 213096, 0.057, 1018016.0, 0.274, 84521, 0.023, 606087.8, 0.163
'PRANK_b0#0094_htT_tree_73_OP_0.440440603840817_Split_94.fasta', 199499.0, 0.054, 172374, 0.047, 46310, 0.013, 213974, 0.058, 1018082.0, 0.275, 84930, 0.023, 597117.2, 0.161
'PRANK_b0#0094_ttH_tree_73_OP_0.440440603840817_Split_94.fasta', 199395.0, 0.054, 172915, 0.047, 45526, 0.012, 213100, 0.057, 1017721.0, 0.274, 84771, 0.023, 604612.0, 0.163
'PRANK_b0#0094_ttT_tree_73_OP_0.440440603840817_Split_94.fasta', 199522.0, 0.054, 173617, 0.047, 45334, 0.012, 211442, 0.057, 1017958.0, 0.275, 85602, 0.023, 607931.6, 0.164
'PRANK_b0#0097_hhH_tree_75_OP_0.3695753106569506_Split_97.fasta', 198945.0, 0.055, 180859, 0.05, 38463, 0.011, 198112, 0.055, 1015119.0, 0.283, 81752, 0.023, 672618.6, 0.188
'PRANK_b0#0097_hhT_tree_94_OP_0.03257401556466255_Split_97.fasta', 199120.0, 0.064, 200867, 0.065, 21746, 0.007, 157746, 0.051, 1015137.0, 0.328, 64504, 0.021, 830631.8, 0.268
'PRANK_b0#0097_htH_tree_75_OP_0.3695753106569506_Split_97.fasta', 198891.0, 0.055, 180914, 0.05, 38486, 0.011, 198110, 0.055, 1014809.0, 0.282, 81689, 0.023, 672016.0, 0.187
'PRANK_b0#0097_thH_tree_75_OP_0.3695753106569506_Split_97.fasta', 199134.0, 0.056, 180913, 0.05, 38353, 0.011, 197626, 0.055, 1016097.0, 0.283, 82077, 0.023, 675118.8, 0.188
'PRANK_b0#0097_thH_tree_94_OP_0.03257401556466255_Split_97.fasta', 199124.0, 0.064, 200865, 0.065, 21752, 0.007, 157742, 0.051, 1015147.0, 0.328, 64806, 0.021, 830884.6, 0.269
'PRANK_b0#0097_thT_tree_94_OP_0.03257401556466255_Split_97.fasta', 199117.0, 0.064, 200870, 0.065, 21744, 0.007, 157746, 0.051, 1015131.0, 0.328, 64484, 0.021, 830625.8, 0.268
'PRANK_b0#0097_ttT_tree_75_OP_0.3695753106569506_Split_97.fasta', 198962.0, 0.056, 181449, 0.051, 37961, 0.011, 196898, 0.055, 1015251.0, 0.284, 82059, 0.023, 678320.4, 0.19
'PRANK_b0#0097_ttT_tree_94_OP_0.03257401556466255_Split_97.fasta', 199149.0, 0.064, 200838, 0.065, 21752, 0.007, 157746, 0.051, 1015191.0, 0.328, 64530, 0.021, 830651.8, 0.269
'PRANK_b0#0098_hhH_tree_43_OP_0.21631800640479976_Split_98.fasta', 198250.0, 0.059, 188440, 0.056, 29660, 0.009, 184340, 0.055, 1008820.0, 0.301, 73988, 0.022, 749340.0, 0.224
'PRANK_b0#0098_hhT_tree_43_OP_0.21631800640479976_Split_98.fasta', 198224.0, 0.059, 187905, 0.056, 29874, 0.009, 185462, 0.055, 1008947.0, 0.301, 75422, 0.023, 748536.6, 0.224
'PRANK_b0#0098_htH_tree_1_OP_0.2222408454113426_Split_98.fasta', 199070.0, 0.06, 186097, 0.056, 34287, 0.01, 187386, 0.056, 1014394.0, 0.304, 80093, 0.024, 714139.8, 0.214
'PRANK_b0#0098_htT_tree_1_OP_0.2222408454113426_Split_98.fasta', 198626.0, 0.06, 187257, 0.056, 31860, 0.01, 185954, 0.056, 1011800.0, 0.303, 80452, 0.024, 736461.2, 0.221
'PRANK_b0#0098_htT_tree_43_OP_0.21631800640479976_Split_98.fasta', 198331.0, 0.059, 188428, 0.056, 29995, 0.009, 184202, 0.055, 1009139.0, 0.302, 75342, 0.023, 747690.6, 0.224
'PRANK_b0#0098_thH_tree_1_OP_0.2222408454113426_Split_98.fasta', 198968.0, 0.06, 185992, 0.056, 33843, 0.01, 187800, 0.056, 1013231.0, 0.304, 80769, 0.024, 718010.0, 0.215
'PRANK_b0#0098_ttH_tree_43_OP_0.21631800640479976_Split_98.fasta', 198280.0, 0.059, 188330, 0.056, 29661, 0.009, 184500, 0.055, 1009047.0, 0.301, 74636, 0.022, 750173.0, 0.224
'PRANK_b0#0098_ttT_tree_1_OP_0.2222408454113426_Split_98.fasta', 198632.0, 0.06, 187248, 0.056, 32044, 0.01, 185960, 0.056, 1011788.0, 0.303, 80297, 0.024, 734453.0, 0.22
'PRANK_b0#0099_hhT_tree_5_OP_0.01745253995019408_Split_99.fasta', 198744.0, 0.063, 203495, 0.065, 18634, 0.006, 153242, 0.049, 1012591.0, 0.323, 64848, 0.021, 860450.6, 0.274
'PRANK_b0#0099_htH_tree_5_OP_0.01745253995019408_Split_99.fasta', 198715.0, 0.063, 203525, 0.065, 18624, 0.006, 153240, 0.049, 1012483.0, 0.323, 65115, 0.021, 860710.0, 0.274
'PRANK_b0#0099_htT_tree_5_OP_0.01745253995019408_Split_99.fasta', 198722.0, 0.063, 203517, 0.065, 18640, 0.006, 153242, 0.049, 1012561.0, 0.323, 64879, 0.021, 860391.6, 0.274
'PRANK_b0#0099_ttH_tree_5_OP_0.01745253995019408_Split_99.fasta', 198715.0, 0.063, 203525, 0.065, 18616, 0.006, 153240, 0.049, 1012483.0, 0.323, 65115, 0.021, 860790.0, 0.274
'PRANK_b0#0107_hhH_tree_35_OP_0.35499063188854274_Split_107.fasta', 200686.0, 0.056, 183641, 0.051, 35075, 0.01, 189066, 0.053, 1022507.0, 0.287, 82723, 0.023, 716666.8, 0.201
'PRANK_b0#0107_hhH_tree_67_OP_0.0356814374168391_Split_107.fasta', 198176.0, 0.064, 197179, 0.063, 26141, 0.008, 167010, 0.054, 1009721.0, 0.324, 63740, 0.02, 778649.0, 0.25
'PRANK_b0#0107_hhT_tree_67_OP_0.0356814374168391_Split_107.fasta', 198453.0, 0.064, 197801, 0.063, 24337, 0.008, 165212, 0.053, 1010931.0, 0.324, 63620, 0.02, 798138.6, 0.256
'PRANK_b0#0107_htH_tree_35_OP_0.35499063188854274_Split_107.fasta', 200139.0, 0.056, 182783, 0.052, 37521, 0.011, 191876, 0.054, 1019402.0, 0.288, 82645, 0.023, 688461.8, 0.194
'PRANK_b0#0107_htT_tree_35_OP_0.35499063188854274_Split_107.fasta', 200557.0, 0.056, 183265, 0.052, 35435, 0.01, 190076, 0.054, 1019122.0, 0.287, 83367, 0.023, 710123.8, 0.2
'PRANK_b0#0107_htT_tree_67_OP_0.0356814374168391_Split_107.fasta', 198158.0, 0.064, 197206, 0.063, 26203, 0.008, 166992, 0.054, 1009543.0, 0.324, 63795, 0.02, 777909.6, 0.249
'PRANK_b0#0107_thH_tree_67_OP_0.0356814374168391_Split_107.fasta', 198050.0, 0.063, 197303, 0.063, 26200, 0.008, 167014, 0.054, 1009073.0, 0.323, 64036, 0.021, 777706.2, 0.249
'PRANK_b0#0107_ttT_tree_35_OP_0.35499063188854274_Split_107.fasta', 200568.0, 0.056, 183195, 0.052, 35554, 0.01, 190194, 0.054, 1019166.0, 0.287, 83562, 0.024, 709149.2, 0.2
'PRANK_b0#0108_hhH_tree_59_OP_0.4462142119645418_Split_108.fasta', 198588.0, 0.054, 175763, 0.047, 50723, 0.014, 209018, 0.056, 1013315.0, 0.274, 88575, 0.024, 552856.4, 0.149
'PRANK_b0#0108_htH_tree_59_OP_0.4462142119645418_Split_108.fasta', 198753.0, 0.053, 174818, 0.047, 50047, 0.013, 210578, 0.057, 1013907.0, 0.272, 87693, 0.024, 559014.4, 0.15
'PRANK_b0#0108_htT_tree_59_OP_0.4462142119645418_Split_108.fasta', 198607.0, 0.054, 175822, 0.048, 50491, 0.014, 208862, 0.056, 1013315.0, 0.274, 88408, 0.024, 555040.6, 0.15
'PRANK_b0#0108_thH_tree_59_OP_0.4462142119645418_Split_108.fasta', 198755.0, 0.053, 174374, 0.047, 50880, 0.014, 211462, 0.057, 1013915.0, 0.272, 88208, 0.024, 551030.6, 0.148
'PRANK_b0#0111_hhT_tree_6_OP_0.35816142256721034_Split_111.fasta', 197488.0, 0.055, 182251, 0.051, 41518, 0.012, 198242, 0.056, 1006765.0, 0.282, 83354, 0.023, 635290.6, 0.178
'PRANK_b0#0111_htH_tree_6_OP_0.35816142256721034_Split_111.fasta', 197695.0, 0.055, 182583, 0.051, 40280, 0.011, 197164, 0.055, 1006717.0, 0.279, 81313, 0.023, 645797.2, 0.179
'PRANK_b0#0111_thT_tree_6_OP_0.35816142256721034_Split_111.fasta', 197507.0, 0.055, 182262, 0.051, 41656, 0.012, 198182, 0.055, 1006841.0, 0.282, 83532, 0.023, 634176.6, 0.178
'PRANK_b0#0111_ttH_tree_6_OP_0.35816142256721034_Split_111.fasta', 197733.0, 0.055, 183061, 0.051, 40214, 0.011, 196132, 0.055, 1008064.0, 0.281, 82666, 0.023, 649363.6, 0.181
'PRANK_b0#0114_hhH_tree_36_OP_0.45100910683959744_Split_114.fasta', 199155.0, 0.053, 176685, 0.047, 39273, 0.01, 206040, 0.055, 1017502.0, 0.271, 87224, 0.023, 670788.0, 0.179
'PRANK_b0#0114_hhH_tree_50_OP_0.04425825519742932_Split_114.fasta', 197174.0, 0.06, 196516, 0.06, 24991, 0.008, 170340, 0.052, 1007362.0, 0.309, 70014, 0.021, 793398.0, 0.243
'PRANK_b0#0114_hhH_tree_60_OP_0.4150100803274729_Split_114.fasta', 201145.0, 0.056, 178452, 0.05, 42731, 0.012, 198526, 0.055, 1023648.0, 0.286, 86044, 0.024, 642676.8, 0.179
'PRANK_b0#0114_hhT_tree_60_OP_0.4150100803274729_Split_114.fasta', 201139.0, 0.056, 178571, 0.05, 42528, 0.012, 198300, 0.055, 1023583.0, 0.286, 85856, 0.024, 644499.0, 0.18
'PRANK_b0#0114_htH_tree_60_OP_0.4150100803274729_Split_114.fasta', 200331.0, 0.056, 178756, 0.05, 41660, 0.012, 199546, 0.056, 1021847.0, 0.286, 85116, 0.024, 650453.8, 0.182
'PRANK_b0#0114_htT_tree_36_OP_0.45100910683959744_Split_114.fasta', 198048.0, 0.052, 174900, 0.046, 40279, 0.011, 211824, 0.056, 1011008.0, 0.268, 87801, 0.023, 653654.2, 0.173
'PRANK_b0#0114_htT_tree_50_OP_0.04425825519742932_Split_114.fasta', 197162.0, 0.06, 196917, 0.06, 24204, 0.007, 169562, 0.052, 1007142.0, 0.309, 69598, 0.021, 800787.6, 0.246
'PRANK_b0#0114_thT_tree_50_OP_0.04425825519742932_Split_114.fasta', 197161.0, 0.06, 196922, 0.06, 24203, 0.007, 169554, 0.052, 1007140.0, 0.309, 69601, 0.021, 800800.2, 0.246
'PRANK_b0#0114_ttH_tree_36_OP_0.45100910683959744_Split_114.fasta', 199099.0, 0.053, 176303, 0.047, 40587, 0.011, 206916, 0.055, 1017099.0, 0.271, 88316, 0.024, 658161.8, 0.175
'PRANK_b0#0114_ttT_tree_36_OP_0.45100910683959744_Split_114.fasta', 199346.0, 0.053, 177699, 0.047, 37501, 0.01, 203630, 0.054, 1017952.0, 0.269, 86626, 0.023, 688842.0, 0.182
'PRANK_b0#0114_ttT_tree_50_OP_0.04425825519742932_Split_114.fasta', 197165.0, 0.06, 196917, 0.06, 24205, 0.007, 169556, 0.052, 1007148.0, 0.309, 69619, 0.021, 800805.8, 0.246
'PRANK_b0#0114_ttT_tree_60_OP_0.4150100803274729_Split_114.fasta', 200888.0, 0.056, 179136, 0.05, 41455, 0.012, 197672, 0.055, 1022162.0, 0.286, 85483, 0.024, 653560.6, 0.183
'PRANK_b0#0116_hhH_tree_29_OP_0.2366593050326784_Split_116.fasta', 200585.0, 0.058, 191572, 0.055, 30451, 0.009, 173406, 0.05, 1023854.0, 0.296, 74647, 0.022, 759309.8, 0.22
'PRANK_b0#0116_htT_tree_29_OP_0.2366593050326784_Split_116.fasta', 200638.0, 0.058, 191300, 0.056, 31136, 0.009, 173844, 0.05, 1024261.0, 0.297, 74071, 0.021, 752203.2, 0.218
'PRANK_b0#0116_thH_tree_29_OP_0.2366593050326784_Split_116.fasta', 200590.0, 0.058, 191572, 0.055, 30445, 0.009, 173396, 0.05, 1023862.0, 0.296, 75057, 0.022, 759789.8, 0.22
'PRANK_b0#0116_ttT_tree_29_OP_0.2366593050326784_Split_116.fasta', 200602.0, 0.058, 191335, 0.056, 31072, 0.009, 173846, 0.05, 1024009.0, 0.297, 74074, 0.021, 752593.8, 0.218
'PRANK_b0#0119_hhH_tree_69_OP_0.029157430315232213_Split_119.fasta', 197663.0, 0.061, 198137, 0.062, 22373, 0.007, 166120, 0.052, 1010558.0, 0.314, 67702, 0.021, 821306.0, 0.256
'PRANK_b0#0119_htT_tree_69_OP_0.029157430315232213_Split_119.fasta', 197407.0, 0.061, 197693, 0.062, 23584, 0.007, 167520, 0.052, 1009723.0, 0.314, 68069, 0.021, 808448.0, 0.252
'PRANK_b0#0119_thT_tree_69_OP_0.029157430315232213_Split_119.fasta', 197657.0, 0.061, 197466, 0.061, 23586, 0.007, 167474, 0.052, 1010729.0, 0.314, 67690, 0.021, 809064.2, 0.252
'PRANK_b0#0119_ttT_tree_69_OP_0.029157430315232213_Split_119.fasta', 197659.0, 0.061, 197466, 0.061, 23595, 0.007, 167470, 0.052, 1010733.0, 0.314, 67723, 0.021, 809012.0, 0.252
'PRANK_b0#0120_hhH_tree_34_OP_0.3369478557224796_Split_120.fasta', 199322.0, 0.059, 179758, 0.053, 46185, 0.014, 199560, 0.059, 1009242.0, 0.299, 87197, 0.026, 594677.0, 0.176
'PRANK_b0#0120_hhT_tree_34_OP_0.3369478557224796_Split_120.fasta', 199103.0, 0.059, 179455, 0.053, 45835, 0.014, 200604, 0.06, 1008199.0, 0.299, 88198, 0.026, 597926.2, 0.177
'PRANK_b0#0120_htH_tree_20_OP_0.4553796529450312_Split_120.fasta', 198634.0, 0.054, 170494, 0.046, 51891, 0.014, 219464, 0.06, 1014389.0, 0.276, 88878, 0.024, 540464.2, 0.147
'PRANK_b0#0120_thH_tree_20_OP_0.4553796529450312_Split_120.fasta', 198692.0, 0.054, 170496, 0.046, 51899, 0.014, 219344, 0.06, 1014673.0, 0.276, 88827, 0.024, 540641.2, 0.147
'PRANK_b0#0120_thT_tree_20_OP_0.4553796529450312_Split_120.fasta', 199249.0, 0.055, 171100, 0.047, 52156, 0.014, 217022, 0.06, 1017000.0, 0.279, 90292, 0.025, 542327.6, 0.149
'PRANK_b0#0120_thT_tree_34_OP_0.3369478557224796_Split_120.fasta', 199270.0, 0.059, 179429, 0.053, 45348, 0.013, 200322, 0.059, 1009343.0, 0.299, 88236, 0.026, 604034.6, 0.179
'PRANK_b0#0120_ttT_tree_20_OP_0.4553796529450312_Split_120.fasta', 199213.0, 0.055, 170768, 0.047, 52126, 0.014, 217758, 0.06, 1016969.0, 0.279, 90700, 0.025, 542857.4, 0.149
'PRANK_b0#0120_ttT_tree_34_OP_0.3369478557224796_Split_120.fasta', 199221.0, 0.059, 180060, 0.053, 44488, 0.013, 199158, 0.059, 1009365.0, 0.299, 88150, 0.026, 612803.4, 0.181
'PRANK_b0#0123_hhH_tree_47_OP_0.06224031551241854_Split_123.fasta', 199194.0, 0.061, 195366, 0.06, 23457, 0.007, 168600, 0.052, 1016726.0, 0.313, 68359, 0.021, 816795.0, 0.252
'PRANK_b0#0123_hhT_tree_47_OP_0.06224031551241854_Split_123.fasta', 199299.0, 0.061, 195263, 0.06, 23450, 0.007, 168596, 0.052, 1017268.0, 0.313, 68622, 0.021, 817670.8, 0.252
'PRANK_b0#0123_htH_tree_47_OP_0.06224031551241854_Split_123.fasta', 199236.0, 0.061, 195320, 0.06, 23349, 0.007, 168608, 0.052, 1016950.0, 0.313, 68345, 0.021, 818083.4, 0.252
'PRANK_b0#0123_ttH_tree_47_OP_0.06224031551241854_Split_123.fasta', 199236.0, 0.061, 195320, 0.06, 23473, 0.007, 168608, 0.052, 1016950.0, 0.313, 68345, 0.021, 816843.4, 0.252
'PRANK_b0#0125_hhH_tree_22_OP_0.19755149907080016_Split_125.fasta', 199604.0, 0.059, 191343, 0.057, 27335, 0.008, 175826, 0.052, 1018124.0, 0.302, 75074, 0.022, 784682.8, 0.233
'PRANK_b0#0125_hhH_tree_70_OP_0.32271271259524825_Split_125.fasta', 199736.0, 0.055, 183941, 0.051, 37011, 0.01, 190366, 0.052, 1017010.0, 0.28, 79462, 0.022, 688288.8, 0.189
'PRANK_b0#0125_hhH_tree_99_OP_0.07721329910007868_Split_125.fasta', 198984.0, 0.059, 198534, 0.059, 22334, 0.007, 162684, 0.049, 1016175.0, 0.303, 66061, 0.02, 826359.2, 0.247
'PRANK_b0#0125_htH_tree_70_OP_0.32271271259524825_Split_125.fasta', 199869.0, 0.055, 183864, 0.051, 37304, 0.01, 190254, 0.052, 1017331.0, 0.28, 77702, 0.021, 683942.2, 0.189
'PRANK_b0#0125_htH_tree_99_OP_0.07721329910007868_Split_125.fasta', 198445.0, 0.059, 196865, 0.059, 24323, 0.007, 167100, 0.05, 1013072.0, 0.303, 66188, 0.02, 802610.0, 0.24
'PRANK_b0#0125_htT_tree_22_OP_0.19755149907080016_Split_125.fasta', 199558.0, 0.059, 191254, 0.057, 27479, 0.008, 176096, 0.052, 1017945.0, 0.302, 75621, 0.022, 783556.8, 0.232
'PRANK_b0#0125_htT_tree_70_OP_0.32271271259524825_Split_125.fasta', 200006.0, 0.055, 183606, 0.051, 37188, 0.01, 190496, 0.053, 1018206.0, 0.281, 77565, 0.021, 685791.8, 0.189
'PRANK_b0#0125_htT_tree_99_OP_0.07721329910007868_Split_125.fasta', 198472.0, 0.059, 196829, 0.059, 24318, 0.007, 167118, 0.05, 1013238.0, 0.303, 66199, 0.02, 802833.4, 0.24
'PRANK_b0#0125_thH_tree_22_OP_0.19755149907080016_Split_125.fasta', 199628.0, 0.059, 191319, 0.057, 27361, 0.008, 175826, 0.052, 1018268.0, 0.302, 75058, 0.022, 784550.8, 0.233
'PRANK_b0#0125_thH_tree_70_OP_0.32271271259524825_Split_125.fasta', 199971.0, 0.055, 183652, 0.051, 37298, 0.01, 190474, 0.052, 1017713.0, 0.28, 77605, 0.021, 684243.2, 0.188
'PRANK_b0#0125_thH_tree_99_OP_0.07721329910007868_Split_125.fasta', 198444.0, 0.059, 196861, 0.059, 24326, 0.007, 167110, 0.05, 1013070.0, 0.303, 66184, 0.02, 802572.0, 0.24
'PRANK_b0#0125_ttT_tree_22_OP_0.19755149907080016_Split_125.fasta', 199566.0, 0.059, 191312, 0.057, 27355, 0.008, 175964, 0.052, 1017986.0, 0.302, 75542, 0.022, 784785.2, 0.233
'PRANK_b0#0130_hhH_tree_7_OP_0.08037493730611883_Split_130.fasta', 197112.0, 0.06, 194219, 0.059, 26152, 0.008, 175058, 0.053, 1001712.0, 0.306, 67648, 0.021, 772828.4, 0.236
'PRANK_b0#0130_hhT_tree_7_OP_0.08037493730611883_Split_130.fasta', 197129.0, 0.06, 194450, 0.059, 25622, 0.008, 174562, 0.053, 1001706.0, 0.306, 68231, 0.021, 778804.6, 0.238
'PRANK_b0#0130_htH_tree_7_OP_0.08037493730611883_Split_130.fasta', 197132.0, 0.06, 194206, 0.059, 26160, 0.008, 175044, 0.053, 1001792.0, 0.306, 67663, 0.021, 772846.2, 0.236
'PRANK_b0#0130_thH_tree_7_OP_0.08037493730611883_Split_130.fasta', 197131.0, 0.06, 194201, 0.059, 26163, 0.008, 175056, 0.053, 1001790.0, 0.305, 67659, 0.021, 772807.8, 0.236
'PRANK_b0#0131_hhH_tree_28_OP_0.08655478024241947_Split_131.fasta', 200429.0, 0.061, 195701, 0.06, 24610, 0.008, 165460, 0.051, 1020466.0, 0.312, 72785, 0.022, 814059.0, 0.249
'PRANK_b0#0131_hhT_tree_28_OP_0.08655478024241947_Split_131.fasta', 200546.0, 0.061, 195823, 0.06, 24060, 0.007, 164982, 0.05, 1021104.0, 0.312, 73146, 0.022, 820653.6, 0.251
'PRANK_b0#0131_htH_tree_28_OP_0.08655478024241947_Split_131.fasta', 200576.0, 0.061, 195554, 0.06, 24607, 0.008, 165460, 0.051, 1021210.0, 0.313, 72477, 0.022, 814525.0, 0.249
'PRANK_b0#0131_htT_tree_28_OP_0.08655478024241947_Split_131.fasta', 200449.0, 0.061, 195923, 0.06, 24191, 0.007, 164976, 0.05, 1020532.0, 0.312, 73255, 0.022, 818881.8, 0.251
'PRANK_b0#0132_hhT_tree_21_OP_0.4322335394691617_Split_132.fasta', 198220.0, 0.053, 176516, 0.047, 44816, 0.012, 208248, 0.056, 1009699.0, 0.271, 84694, 0.023, 604583.4, 0.162
'PRANK_b0#0132_hhT_tree_24_OP_0.4561327584278544_Split_132.fasta', 197379.0, 0.052, 173706, 0.046, 49694, 0.013, 215550, 0.057, 1009437.0, 0.266, 89281, 0.024, 558668.0, 0.147
'PRANK_b0#0132_htH_tree_21_OP_0.4322335394691617_Split_132.fasta', 198386.0, 0.054, 176268, 0.048, 44827, 0.012, 208412, 0.056, 1010779.0, 0.274, 85259, 0.023, 606085.6, 0.164
'PRANK_b0#0132_htH_tree_24_OP_0.4561327584278544_Split_132.fasta', 197157.0, 0.052, 172631, 0.046, 51973, 0.014, 218144, 0.058, 1008706.0, 0.266, 89767, 0.024, 535114.2, 0.141
'PRANK_b0#0132_htT_tree_24_OP_0.4561327584278544_Split_132.fasta', 197304.0, 0.052, 173783, 0.046, 49693, 0.013, 215546, 0.057, 1009220.0, 0.266, 89450, 0.024, 558630.8, 0.147
'PRANK_b0#0132_ttH_tree_21_OP_0.4322335394691617_Split_132.fasta', 198345.0, 0.054, 176440, 0.048, 44766, 0.012, 208150, 0.056, 1010566.0, 0.274, 84788, 0.023, 606064.0, 0.164
'PRANK_b0#0132_ttH_tree_24_OP_0.4561327584278544_Split_132.fasta', 197191.0, 0.052, 173185, 0.046, 50848, 0.013, 216968, 0.057, 1008688.0, 0.266, 89589, 0.024, 546403.4, 0.144
'PRANK_b0#0132_ttT_tree_21_OP_0.4322335394691617_Split_132.fasta', 198459.0, 0.054, 176629, 0.048, 44809, 0.012, 207544, 0.056, 1011180.0, 0.275, 84960, 0.023, 606541.2, 0.165
'PRANK_b0#0133_htH_tree_51_OP_0.06036912928019017_Split_133.fasta', 199531.0, 0.06, 196992, 0.06, 22267, 0.007, 164674, 0.05, 1017093.0, 0.308, 66451, 0.02, 827939.2, 0.251
