code_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-1
'MAFFT_b0#0095_htT_tree_25_OP_1.0509666088927379_Split_95.fasta', -8.799, -4.15, -9.233, -12.307
'MAFFT_b0#0095_htT_tree_36_OP_1.861931102167887_Split_95.fasta', -7.283, -4.003, -9.614, -10.249
'MAFFT_b0#0095_thT_tree_25_OP_1.0509666088927379_Split_95.fasta', -9.093, -4.423, -7.857, -13.756
'MAFFT_b0#0095_thT_tree_36_OP_1.861931102167887_Split_95.fasta', -7.315, -4.048, -9.626, -10.281
'MAFFT_b0#0095_ttH_tree_25_OP_1.0509666088927379_Split_95.fasta', -9.093, -4.423, -7.857, -13.756
'MAFFT_b1#0001_hhH_tree_41_OP_1.752396225471006_Split_1.fasta', -15.235, -11.263, -14.987, -18.474
'MAFFT_b1#0001_hhH_tree_68_OP_2.7543395888868245_Split_1.fasta', -11.538, -7.544, -11.447, -14.027
'MAFFT_b1#0001_hhT_tree_41_OP_1.752396225471006_Split_1.fasta', -15.235, -11.263, -14.987, -18.474
'MAFFT_b1#0001_hhT_tree_68_OP_2.7543395888868245_Split_1.fasta', -11.538, -7.544, -11.447, -14.027
'MAFFT_b1#0001_htH_tree_41_OP_1.752396225471006_Split_1.fasta', -14.584, -10.61, -14.072, -17.859
'MAFFT_b1#0001_htH_tree_68_OP_2.7543395888868245_Split_1.fasta', -10.481, -6.459, -9.317, -13.329
'MAFFT_b1#0001_htT_tree_41_OP_1.752396225471006_Split_1.fasta', -14.584, -10.61, -14.072, -17.859
'MAFFT_b1#0001_htT_tree_68_OP_2.7543395888868245_Split_1.fasta', -10.481, -6.459, -9.317, -13.329
'MAFFT_b1#0003_hhH_tree_7_OP_2.423506546963713_Split_3.fasta', -0.854, 4.436, -3.943, -2.541
'MAFFT_b1#0003_hhT_tree_7_OP_2.423506546963713_Split_3.fasta', -0.854, 4.436, -3.943, -2.541
'MAFFT_b1#0003_htH_tree_7_OP_2.423506546963713_Split_3.fasta', 0.215, 5.55, -4.755, -1.903
'MAFFT_b1#0003_htT_tree_7_OP_2.423506546963713_Split_3.fasta', 0.215, 5.55, -4.755, -1.903
'MAFFT_b1#0006_hhH_tree_12_OP_2.973153388725351_Split_6.fasta', -3.485, 1.112, -9.469, -5.863
'MAFFT_b1#0006_hhH_tree_82_OP_2.6007870123262946_Split_6.fasta', 0.795, 6.526, 1.275, -4.28
'MAFFT_b1#0006_hhT_tree_12_OP_2.973153388725351_Split_6.fasta', -3.485, 1.112, -9.469, -5.863
'MAFFT_b1#0006_hhT_tree_82_OP_2.6007870123262946_Split_6.fasta', 0.795, 6.526, 1.275, -4.28
'MAFFT_b1#0006_htH_tree_12_OP_2.973153388725351_Split_6.fasta', -3.075, 1.637, -9.211, -5.417
'MAFFT_b1#0006_htH_tree_82_OP_2.6007870123262946_Split_6.fasta', -0.235, 5.604, -0.539, -4.27
'MAFFT_b1#0006_htT_tree_12_OP_2.973153388725351_Split_6.fasta', -3.075, 1.637, -9.211, -5.417
'MAFFT_b1#0006_htT_tree_82_OP_2.6007870123262946_Split_6.fasta', -0.235, 5.604, -0.539, -4.27
'MAFFT_b1#0007_hhH_tree_40_OP_1.431276692692299_Split_7.fasta', -1.266, 4.406, -5.664, -3.98
'MAFFT_b1#0007_hhT_tree_40_OP_1.431276692692299_Split_7.fasta', -1.266, 4.406, -5.664, -3.98
'MAFFT_b1#0007_htH_tree_40_OP_1.431276692692299_Split_7.fasta', -1.068, 4.676, -5.306, -3.627
'MAFFT_b1#0007_htT_tree_40_OP_1.431276692692299_Split_7.fasta', -1.068, 4.676, -5.306, -3.627
'MAFFT_b1#0008_hhH_tree_29_OP_1.1774471868850718_Split_8.fasta', -6.156, -2.204, -9.249, -7.866
'MAFFT_b1#0008_hhT_tree_29_OP_1.1774471868850718_Split_8.fasta', -6.156, -2.204, -9.249, -7.866
'MAFFT_b1#0008_htH_tree_29_OP_1.1774471868850718_Split_8.fasta', -6.161, -2.21, -9.254, -7.87
'MAFFT_b1#0008_htT_tree_29_OP_1.1774471868850718_Split_8.fasta', -6.161, -2.21, -9.254, -7.87
'MAFFT_b1#0010_hhH_tree_48_OP_1.0349214069593133_Split_10.fasta', -5.99, -0.43, -6.04, -9.851
'MAFFT_b1#0010_hhH_tree_51_OP_1.018044877173671_Split_10.fasta', -3.464, 1.65, -3.18, -5.718
'MAFFT_b1#0010_hhT_tree_48_OP_1.0349214069593133_Split_10.fasta', -5.99, -0.43, -6.04, -9.851
'MAFFT_b1#0010_hhT_tree_51_OP_1.018044877173671_Split_10.fasta', -3.464, 1.65, -3.18, -5.718
'MAFFT_b1#0010_htH_tree_48_OP_1.0349214069593133_Split_10.fasta', -7.447, -2.319, -8.807, -9.615
'MAFFT_b1#0010_htH_tree_51_OP_1.018044877173671_Split_10.fasta', -4.753, 0.35, -4.358, -7.267
'MAFFT_b1#0010_htT_tree_48_OP_1.0349214069593133_Split_10.fasta', -7.447, -2.319, -8.807, -9.615
'MAFFT_b1#0010_htT_tree_51_OP_1.018044877173671_Split_10.fasta', -4.753, 0.35, -4.358, -7.267
'MAFFT_b1#0011_hhH_tree_84_OP_2.680201119072135_Split_11.fasta', -8.183, -3.812, -11.85, -8.895
'MAFFT_b1#0011_hhT_tree_84_OP_2.680201119072135_Split_11.fasta', -8.183, -3.812, -11.85, -8.895
'MAFFT_b1#0011_htH_tree_84_OP_2.680201119072135_Split_11.fasta', -7.758, -3.203, -9.139, -10.19
'MAFFT_b1#0011_htT_tree_84_OP_2.680201119072135_Split_11.fasta', -7.758, -3.203, -9.139, -10.19
'MAFFT_b1#0012_hhH_tree_62_OP_2.4330105528955412_Split_12.fasta', -8.499, -5.337, -11.401, -9.766
'MAFFT_b1#0012_hhT_tree_62_OP_2.4330105528955412_Split_12.fasta', -8.499, -5.337, -11.401, -9.766
'MAFFT_b1#0012_htH_tree_62_OP_2.4330105528955412_Split_12.fasta', -9.101, -6.063, -7.823, -11.523
'MAFFT_b1#0012_htT_tree_62_OP_2.4330105528955412_Split_12.fasta', -9.101, -6.063, -7.823, -11.523
'MAFFT_b1#0014_hhH_tree_44_OP_2.639288724484837_Split_14.fasta', -2.301, 2.767, -3.206, -6.185
'MAFFT_b1#0014_hhH_tree_67_OP_1.9260663748429023_Split_14.fasta', -1.424, 3.612, -7.077, -2.931
'MAFFT_b1#0014_hhT_tree_44_OP_2.639288724484837_Split_14.fasta', -2.301, 2.767, -3.206, -6.185
'MAFFT_b1#0014_hhT_tree_67_OP_1.9260663748429023_Split_14.fasta', -1.424, 3.612, -7.077, -2.931
'MAFFT_b1#0014_htH_tree_44_OP_2.639288724484837_Split_14.fasta', -1.822, 3.349, -2.915, -5.662
'MAFFT_b1#0014_htH_tree_67_OP_1.9260663748429023_Split_14.fasta', -2.262, 2.478, -2.085, -3.844
'MAFFT_b1#0014_htT_tree_44_OP_2.639288724484837_Split_14.fasta', -1.822, 3.349, -2.915, -5.662
'MAFFT_b1#0014_htT_tree_67_OP_1.9260663748429023_Split_14.fasta', -2.262, 2.478, -2.085, -3.844
'MAFFT_b1#0016_hhH_tree_33_OP_2.3139125348148384_Split_16.fasta', -6.726, -1.968, -4.5, -9.057
'MAFFT_b1#0016_hhT_tree_33_OP_2.3139125348148384_Split_16.fasta', -6.726, -1.968, -4.5, -9.057
'MAFFT_b1#0016_htH_tree_33_OP_2.3139125348148384_Split_16.fasta', -6.466, -1.609, -3.647, -8.222
'MAFFT_b1#0016_htT_tree_33_OP_2.3139125348148384_Split_16.fasta', -6.466, -1.609, -3.647, -8.222
'MAFFT_b1#0017_hhH_tree_45_OP_2.295265953595705_Split_17.fasta', -10.041, -6.84, -12.174, -10.209
'MAFFT_b1#0017_hhH_tree_90_OP_2.1610607075340664_Split_17.fasta', -1.471, 3.318, -1.858, -3.632
'MAFFT_b1#0017_hhT_tree_45_OP_2.295265953595705_Split_17.fasta', -10.041, -6.84, -12.174, -10.209
'MAFFT_b1#0017_hhT_tree_90_OP_2.1610607075340664_Split_17.fasta', -1.471, 3.318, -1.858, -3.632
'MAFFT_b1#0017_htH_tree_45_OP_2.295265953595705_Split_17.fasta', -11.23, -8.266, -12.473, -11.88
'MAFFT_b1#0017_htH_tree_90_OP_2.1610607075340664_Split_17.fasta', -1.822, 2.956, -1.596, -4.595
'MAFFT_b1#0017_htT_tree_45_OP_2.295265953595705_Split_17.fasta', -11.23, -8.266, -12.473, -11.88
'MAFFT_b1#0017_htT_tree_90_OP_2.1610607075340664_Split_17.fasta', -1.822, 2.956, -1.596, -4.595
'MAFFT_b1#0019_hhH_tree_54_OP_1.6636194832224898_Split_19.fasta', -4.93, 0.136, -7.057, -6.727
'MAFFT_b1#0019_hhH_tree_94_OP_2.5553791369687318_Split_19.fasta', -6.07, -2.301, -7.412, -10.637
'MAFFT_b1#0019_hhT_tree_54_OP_1.6636194832224898_Split_19.fasta', -4.93, 0.136, -7.057, -6.727
'MAFFT_b1#0019_hhT_tree_94_OP_2.5553791369687318_Split_19.fasta', -6.07, -2.301, -7.412, -10.637
'MAFFT_b1#0019_htH_tree_54_OP_1.6636194832224898_Split_19.fasta', -4.977, 0.107, -7.094, -6.825
'MAFFT_b1#0019_htH_tree_94_OP_2.5553791369687318_Split_19.fasta', -5.698, -1.853, -7.124, -10.257
'MAFFT_b1#0019_htT_tree_54_OP_1.6636194832224898_Split_19.fasta', -4.977, 0.107, -7.094, -6.825
'MAFFT_b1#0019_htT_tree_94_OP_2.5553791369687318_Split_19.fasta', -5.698, -1.853, -7.124, -10.257
'MAFFT_b1#0022_hhH_tree_39_OP_1.522040361295851_Split_22.fasta', -1.34, 4.377, -2.231, -1.503
'MAFFT_b1#0022_hhH_tree_64_OP_2.935413362566628_Split_22.fasta', -3.204, 1.668, -9.276, -6.011
'MAFFT_b1#0022_hhT_tree_39_OP_1.522040361295851_Split_22.fasta', -1.34, 4.377, -2.231, -1.503
'MAFFT_b1#0022_hhT_tree_64_OP_2.935413362566628_Split_22.fasta', -3.204, 1.668, -9.276, -6.011
'MAFFT_b1#0022_htH_tree_39_OP_1.522040361295851_Split_22.fasta', -1.838, 3.842, -0.972, -4.333
'MAFFT_b1#0022_htH_tree_64_OP_2.935413362566628_Split_22.fasta', -2.766, 2.21, -8.985, -5.429
'MAFFT_b1#0022_htT_tree_39_OP_1.522040361295851_Split_22.fasta', -1.838, 3.842, -0.972, -4.333
'MAFFT_b1#0022_htT_tree_64_OP_2.935413362566628_Split_22.fasta', -2.766, 2.21, -8.985, -5.429
'MAFFT_b1#0024_hhH_tree_34_OP_2.407510533391993_Split_24.fasta', -6.586, -2.353, -8.797, -10.981
'MAFFT_b1#0024_hhT_tree_34_OP_2.407510533391993_Split_24.fasta', -6.586, -2.353, -8.797, -10.981
'MAFFT_b1#0024_htH_tree_34_OP_2.407510533391993_Split_24.fasta', -7.777, -3.86, -9.58, -12.328
'MAFFT_b1#0024_htT_tree_34_OP_2.407510533391993_Split_24.fasta', -7.777, -3.86, -9.58, -12.328
'MAFFT_b1#0025_hhH_tree_59_OP_2.170731131311491_Split_25.fasta', -3.299, 1.826, -4.993, -5.611
'MAFFT_b1#0025_hhH_tree_85_OP_2.480824599307775_Split_25.fasta', -3.589, 1.518, -2.658, -5.328
'MAFFT_b1#0025_hhT_tree_59_OP_2.170731131311491_Split_25.fasta', -3.299, 1.826, -4.993, -5.611
'MAFFT_b1#0025_hhT_tree_85_OP_2.480824599307775_Split_25.fasta', -3.589, 1.518, -2.658, -5.328
'MAFFT_b1#0025_htH_tree_59_OP_2.170731131311491_Split_25.fasta', -4.045, 0.935, -5.588, -6.283
'MAFFT_b1#0025_htH_tree_85_OP_2.480824599307775_Split_25.fasta', -3.181, 2.005, -2.368, -4.922
'MAFFT_b1#0025_htT_tree_59_OP_2.170731131311491_Split_25.fasta', -4.045, 0.935, -5.588, -6.283
'MAFFT_b1#0025_htT_tree_85_OP_2.480824599307775_Split_25.fasta', -3.181, 2.005, -2.368, -4.922
'MAFFT_b1#0026_hhH_tree_21_OP_2.1310205653910055_Split_26.fasta', -11.108, -7.09, -7.745, -15.514
'MAFFT_b1#0026_hhH_tree_80_OP_2.5217903856188704_Split_26.fasta', -4.724, 0.118, -3.455, -7.048
'MAFFT_b1#0026_hhT_tree_21_OP_2.1310205653910055_Split_26.fasta', -11.108, -7.09, -7.745, -15.514
'MAFFT_b1#0026_hhT_tree_80_OP_2.5217903856188704_Split_26.fasta', -4.724, 0.118, -3.455, -7.048
'MAFFT_b1#0026_htH_tree_21_OP_2.1310205653910055_Split_26.fasta', -10.943, -6.904, -10.009, -14.659
'MAFFT_b1#0026_htH_tree_80_OP_2.5217903856188704_Split_26.fasta', -4.299, 0.636, -3.172, -6.583
'MAFFT_b1#0026_htT_tree_21_OP_2.1310205653910055_Split_26.fasta', -10.943, -6.904, -10.009, -14.659
'MAFFT_b1#0026_htT_tree_80_OP_2.5217903856188704_Split_26.fasta', -4.299, 0.636, -3.172, -6.583
'MAFFT_b1#0027_hhH_tree_10_OP_1.9679388553310329_Split_27.fasta', -3.396, 2.089, -4.963, -5.854
'MAFFT_b1#0027_hhT_tree_10_OP_1.9679388553310329_Split_27.fasta', -3.396, 2.089, -4.963, -5.854
'MAFFT_b1#0027_htH_tree_10_OP_1.9679388553310329_Split_27.fasta', -3.434, 2.051, -2.271, -8.629
'MAFFT_b1#0027_htT_tree_10_OP_1.9679388553310329_Split_27.fasta', -3.434, 2.051, -2.271, -8.629
'MAFFT_b1#0028_hhH_tree_66_OP_2.9673947251158412_Split_28.fasta', -5.537, -1.361, -5.758, -8.796
'MAFFT_b1#0028_hhT_tree_66_OP_2.9673947251158412_Split_28.fasta', -5.537, -1.361, -5.758, -8.796
'MAFFT_b1#0028_htH_tree_66_OP_2.9673947251158412_Split_28.fasta', -6.646, -2.693, -10.53, -8.985
'MAFFT_b1#0028_htT_tree_66_OP_2.9673947251158412_Split_28.fasta', -6.646, -2.693, -10.53, -8.985
'MAFFT_b1#0029_hhH_tree_27_OP_1.6859321025856457_Split_29.fasta', -3.388, 0.814, -3.191, -6.539
'MAFFT_b1#0029_hhT_tree_27_OP_1.6859321025856457_Split_29.fasta', -3.388, 0.814, -3.191, -6.539
'MAFFT_b1#0029_htH_tree_27_OP_1.6859321025856457_Split_29.fasta', -5.084, -1.469, -4.456, -8.499
'MAFFT_b1#0029_htT_tree_27_OP_1.6859321025856457_Split_29.fasta', -5.084, -1.469, -4.456, -8.499
'MAFFT_b1#0031_hhH_tree_23_OP_2.940403370408288_Split_31.fasta', -5.736, -1.238, -3.839, -6.99
'MAFFT_b1#0031_hhH_tree_78_OP_1.9842214843426838_Split_31.fasta', -15.236, -12.543, -16.321, -19.109
'MAFFT_b1#0031_hhT_tree_23_OP_2.940403370408288_Split_31.fasta', -5.736, -1.238, -3.839, -6.99
'MAFFT_b1#0031_hhT_tree_78_OP_1.9842214843426838_Split_31.fasta', -15.236, -12.543, -16.321, -19.109
'MAFFT_b1#0031_htH_tree_23_OP_2.940403370408288_Split_31.fasta', -4.738, -0.144, -3.116, -6.223
'MAFFT_b1#0031_htH_tree_78_OP_1.9842214843426838_Split_31.fasta', -14.964, -12.216, -16.837, -18.676
'MAFFT_b1#0031_htT_tree_23_OP_2.940403370408288_Split_31.fasta', -4.738, -0.144, -3.116, -6.223
'MAFFT_b1#0031_htT_tree_78_OP_1.9842214843426838_Split_31.fasta', -14.964, -12.216, -16.837, -18.676
'MAFFT_b1#0035_hhH_tree_71_OP_2.3680950705345123_Split_35.fasta', -2.434, 2.786, -5.631, -4.612
'MAFFT_b1#0035_hhH_tree_75_OP_2.4023709813773846_Split_35.fasta', -2.076, 2.557, 0.088, -4.686
'MAFFT_b1#0035_hhH_tree_9_OP_1.5653274151471246_Split_35.fasta', -7.152, -2.88, -11.427, -8.513
'MAFFT_b1#0035_hhT_tree_71_OP_2.3680950705345123_Split_35.fasta', -2.434, 2.786, -5.631, -4.612
'MAFFT_b1#0035_hhT_tree_75_OP_2.4023709813773846_Split_35.fasta', -2.076, 2.557, 0.088, -4.686
'MAFFT_b1#0035_hhT_tree_9_OP_1.5653274151471246_Split_35.fasta', -7.152, -2.88, -11.427, -8.513
'MAFFT_b1#0035_htH_tree_71_OP_2.3680950705345123_Split_35.fasta', -2.471, 2.748, -5.659, -4.647
'MAFFT_b1#0035_htH_tree_75_OP_2.4023709813773846_Split_35.fasta', -2.072, 2.561, 0.094, -4.682
'MAFFT_b1#0035_htH_tree_9_OP_1.5653274151471246_Split_35.fasta', -7.006, -3.359, -8.511, -9.836
'MAFFT_b1#0035_htT_tree_71_OP_2.3680950705345123_Split_35.fasta', -2.471, 2.748, -5.659, -4.647
'MAFFT_b1#0035_htT_tree_75_OP_2.4023709813773846_Split_35.fasta', -2.072, 2.561, 0.094, -4.682
'MAFFT_b1#0035_htT_tree_9_OP_1.5653274151471246_Split_35.fasta', -7.006, -3.359, -8.511, -9.836
'MAFFT_b1#0036_hhH_tree_69_OP_2.9824622002885617_Split_36.fasta', -5.253, -0.278, -8.433, -9.03
'MAFFT_b1#0036_hhH_tree_74_OP_2.943304477827338_Split_36.fasta', -6.588, -2.02, -8.528, -8.988
'MAFFT_b1#0036_hhH_tree_91_OP_2.3523277060939405_Split_36.fasta', -7.732, -4.331, -6.159, -10.576
'MAFFT_b1#0036_hhT_tree_69_OP_2.9824622002885617_Split_36.fasta', -5.253, -0.278, -8.433, -9.03
'MAFFT_b1#0036_hhT_tree_74_OP_2.943304477827338_Split_36.fasta', -6.588, -2.02, -8.528, -8.988
'MAFFT_b1#0036_hhT_tree_91_OP_2.3523277060939405_Split_36.fasta', -7.732, -4.331, -6.159, -10.576
'MAFFT_b1#0036_htH_tree_69_OP_2.9824622002885617_Split_36.fasta', -4.7, 0.404, -6.343, -8.688
'MAFFT_b1#0036_htH_tree_74_OP_2.943304477827338_Split_36.fasta', -6.34, -1.741, -5.511, -10.116
'MAFFT_b1#0036_htH_tree_91_OP_2.3523277060939405_Split_36.fasta', -7.292, -3.749, -5.832, -10.15
'MAFFT_b1#0036_htT_tree_69_OP_2.9824622002885617_Split_36.fasta', -4.7, 0.404, -6.343, -8.688
'MAFFT_b1#0036_htT_tree_74_OP_2.943304477827338_Split_36.fasta', -6.34, -1.741, -5.511, -10.116
'MAFFT_b1#0036_htT_tree_91_OP_2.3523277060939405_Split_36.fasta', -7.292, -3.749, -5.832, -10.15
'MAFFT_b1#0037_hhH_tree_46_OP_2.5904987735791676_Split_37.fasta', -3.454, 0.307, -5.025, -6.741
'MAFFT_b1#0037_hhH_tree_65_OP_1.3986977410996977_Split_37.fasta', -0.95, 4.94, -5.309, -1.487
'MAFFT_b1#0037_hhT_tree_46_OP_2.5904987735791676_Split_37.fasta', -3.454, 0.307, -5.025, -6.741
'MAFFT_b1#0037_hhT_tree_65_OP_1.3986977410996977_Split_37.fasta', -0.95, 4.94, -5.309, -1.487
'MAFFT_b1#0037_htH_tree_46_OP_2.5904987735791676_Split_37.fasta', -3.167, 0.451, -6.477, -5.432
'MAFFT_b1#0037_htH_tree_65_OP_1.3986977410996977_Split_37.fasta', -1.054, 4.826, -5.38, -1.59
'MAFFT_b1#0037_htT_tree_46_OP_2.5904987735791676_Split_37.fasta', -3.167, 0.451, -6.477, -5.432
'MAFFT_b1#0037_htT_tree_65_OP_1.3986977410996977_Split_37.fasta', -1.054, 4.826, -5.38, -1.59
'MAFFT_b1#0039_hhH_tree_22_OP_1.0333726057419617_Split_39.fasta', 1.025, 7.202, -3.813, -0.736
'MAFFT_b1#0039_hhT_tree_22_OP_1.0333726057419617_Split_39.fasta', 1.025, 7.202, -3.813, -0.736
'MAFFT_b1#0039_htH_tree_22_OP_1.0333726057419617_Split_39.fasta', 0.82, 6.896, 1.907, -2.734
'MAFFT_b1#0039_htT_tree_22_OP_1.0333726057419617_Split_39.fasta', 0.82, 6.896, 1.907, -2.734
'MAFFT_b1#0041_hhH_tree_31_OP_2.371648195541206_Split_41.fasta', -4.948, 0.038, -8.839, -5.578
'MAFFT_b1#0041_hhH_tree_8_OP_2.990366431633018_Split_41.fasta', -0.694, 4.468, -0.489, -1.844
'MAFFT_b1#0041_hhT_tree_31_OP_2.371648195541206_Split_41.fasta', -4.948, 0.038, -8.839, -5.578
'MAFFT_b1#0041_hhT_tree_8_OP_2.990366431633018_Split_41.fasta', -0.694, 4.468, -0.489, -1.844
'MAFFT_b1#0041_htH_tree_31_OP_2.371648195541206_Split_41.fasta', -4.124, 0.972, -8.092, -4.654
'MAFFT_b1#0041_htH_tree_8_OP_2.990366431633018_Split_41.fasta', -0.642, 4.51, -0.418, -1.784
'MAFFT_b1#0041_htT_tree_31_OP_2.371648195541206_Split_41.fasta', -4.124, 0.972, -8.092, -4.654
'MAFFT_b1#0041_htT_tree_8_OP_2.990366431633018_Split_41.fasta', -0.642, 4.51, -0.418, -1.784
'MAFFT_b1#0042_hhH_tree_92_OP_1.133352346367843_Split_42.fasta', -6.325, -1.501, -9.821, -9.265
'MAFFT_b1#0042_hhT_tree_92_OP_1.133352346367843_Split_42.fasta', -6.325, -1.501, -9.821, -9.265
'MAFFT_b1#0042_htH_tree_92_OP_1.133352346367843_Split_42.fasta', -6.662, -1.921, -8.137, -12.636
'MAFFT_b1#0042_htT_tree_92_OP_1.133352346367843_Split_42.fasta', -6.662, -1.921, -8.137, -12.636
'MAFFT_b1#0043_hhH_tree_95_OP_2.498402958697362_Split_43.fasta', 2.792, 8.698, 2.723, -1.279
'MAFFT_b1#0043_hhT_tree_95_OP_2.498402958697362_Split_43.fasta', 2.792, 8.698, 2.723, -1.279
'MAFFT_b1#0043_htH_tree_95_OP_2.498402958697362_Split_43.fasta', 1.634, 7.349, 1.527, -2.941
'MAFFT_b1#0043_htT_tree_95_OP_2.498402958697362_Split_43.fasta', 1.634, 7.349, 1.527, -2.941
'MAFFT_b1#0044_hhH_tree_14_OP_1.7440813830902329_Split_44.fasta', -11.032, -6.936, -11.595, -12.189
'MAFFT_b1#0044_hhH_tree_52_OP_2.165361006866358_Split_44.fasta', -3.413, 1.725, -2.247, -6.291
'MAFFT_b1#0044_hhT_tree_14_OP_1.7440813830902329_Split_44.fasta', -11.032, -6.936, -11.595, -12.189
'MAFFT_b1#0044_hhT_tree_52_OP_2.165361006866358_Split_44.fasta', -3.413, 1.725, -2.247, -6.291
'MAFFT_b1#0044_htH_tree_14_OP_1.7440813830902329_Split_44.fasta', -11.055, -6.954, -11.637, -12.228
'MAFFT_b1#0044_htH_tree_52_OP_2.165361006866358_Split_44.fasta', -3.061, 2.235, -2.093, -5.938
'MAFFT_b1#0044_htT_tree_14_OP_1.7440813830902329_Split_44.fasta', -11.055, -6.954, -11.637, -12.228
'MAFFT_b1#0044_htT_tree_52_OP_2.165361006866358_Split_44.fasta', -3.061, 2.235, -2.093, -5.938
'MSA.BALIPHY.aln.best.23410.fas', 1.968, 7.483, 0.689, -0.798
'MSA.MAFFT.aln.With_Names', 3.792, 9.888, -1.857, 2.65
'MSA.MUSCLE.aln.best.23410.fas', -1.324, 0.807, -4.115, -6.439
'MSA.PRANK.aln.With_Names', -24.958, -24.3, -22.212, -30.186
'MUSCLE_diversified_replicate.abc.1.afa', -1.0, 3.847, -3.797, -4.882
'MUSCLE_diversified_replicate.abc.101.afa', -4.057, 0.395, -4.845, -8.352
'MUSCLE_diversified_replicate.abc.105.afa', -1.816, 2.728, -3.139, -4.711
'MUSCLE_diversified_replicate.abc.109.afa', 1.529, 5.97, 1.377, -1.317
'MUSCLE_diversified_replicate.abc.113.afa', 1.967, 6.731, 2.23, -1.14
'MUSCLE_diversified_replicate.abc.117.afa', -2.408, 2.368, -3.906, -6.33
'MUSCLE_diversified_replicate.abc.121.afa', -2.188, 2.593, -1.464, -6.329
'MUSCLE_diversified_replicate.abc.125.afa', -1.324, 3.257, -1.637, -5.648
'MUSCLE_diversified_replicate.abc.129.afa', -1.549, 3.298, -2.314, -5.318
'MUSCLE_diversified_replicate.abc.13.afa', 0.755, 5.588, -0.198, -4.279
'MUSCLE_diversified_replicate.abc.133.afa', 3.182, 7.968, 1.289, 1.044
'MUSCLE_diversified_replicate.abc.137.afa', -2.773, 2.021, -3.184, -8.021
'MUSCLE_diversified_replicate.abc.141.afa', -4.013, 0.408, -3.357, -8.194
'MUSCLE_diversified_replicate.abc.145.afa', -1.832, 2.695, -1.184, -5.405
'MUSCLE_diversified_replicate.abc.149.afa', 1.207, 5.984, -0.538, -0.695
'MUSCLE_diversified_replicate.abc.153.afa', -1.489, 3.018, -2.721, -5.036
'MUSCLE_diversified_replicate.abc.157.afa', -4.884, -0.242, -5.305, -8.488
'MUSCLE_diversified_replicate.abc.161.afa', 1.202, 5.538, 1.719, -1.928
'MUSCLE_diversified_replicate.abc.165.afa', -3.009, 1.74, -3.283, -6.164
'MUSCLE_diversified_replicate.abc.169.afa', -0.525, 3.963, -1.342, -3.947
'MUSCLE_diversified_replicate.abc.17.afa', -0.292, 3.734, 1.097, -3.558
'MUSCLE_diversified_replicate.abc.173.afa', -0.561, 3.801, -1.544, -4.732
'MUSCLE_diversified_replicate.abc.177.afa', -2.794, 1.691, -3.524, -6.285
'MUSCLE_diversified_replicate.abc.181.afa', -0.842, 3.831, -1.638, -4.104
'MUSCLE_diversified_replicate.abc.185.afa', -3.14, 1.496, -3.53, -6.774
'MUSCLE_diversified_replicate.abc.189.afa', -3.367, 1.523, -4.12, -5.822
'MUSCLE_diversified_replicate.abc.193.afa', -3.292, 1.159, -4.318, -7.098
'MUSCLE_diversified_replicate.abc.197.afa', -0.884, 3.674, -1.453, -4.819
'MUSCLE_diversified_replicate.abc.201.afa', -0.495, 4.251, -2.307, -4.083
'MUSCLE_diversified_replicate.abc.205.afa', -0.193, 4.467, -1.751, -3.704
'MUSCLE_diversified_replicate.abc.209.afa', -1.845, 2.741, -3.006, -4.975
'MUSCLE_diversified_replicate.abc.21.afa', -3.485, 0.866, -2.816, -6.666
'MUSCLE_diversified_replicate.abc.213.afa', -1.598, 2.003, -0.544, -4.241
'MUSCLE_diversified_replicate.abc.217.afa', -0.287, 4.725, -1.801, -3.669
'MUSCLE_diversified_replicate.abc.221.afa', 0.085, 4.674, -1.518, -3.014
'MUSCLE_diversified_replicate.abc.225.afa', -3.909, 0.643, -4.465, -7.647
'MUSCLE_diversified_replicate.abc.229.afa', -3.618, 0.571, -3.715, -5.97
'MUSCLE_diversified_replicate.abc.233.afa', -1.71, 2.582, -1.462, -4.645
'MUSCLE_diversified_replicate.abc.237.afa', -4.721, -0.261, -4.683, -7.869
'MUSCLE_diversified_replicate.abc.241.afa', -0.812, 3.802, -1.961, -4.218
'MUSCLE_diversified_replicate.abc.245.afa', -2.877, 1.616, -3.691, -6.832
'MUSCLE_diversified_replicate.abc.249.afa', -1.653, 3.27, -2.622, -5.135
'MUSCLE_diversified_replicate.abc.25.afa', -10.622, -11.916, -13.86, -17.531
'MUSCLE_diversified_replicate.abc.253.afa', 0.185, 4.144, 1.063, -2.461
'MUSCLE_diversified_replicate.abc.257.afa', 0.286, 5.069, -1.441, -3.922
'MUSCLE_diversified_replicate.abc.261.afa', -5.302, -1.099, -6.055, -8.646
'MUSCLE_diversified_replicate.abc.265.afa', -3.414, 1.0, -3.6, -7.294
'MUSCLE_diversified_replicate.abc.269.afa', -0.315, 4.451, -1.507, -3.628
'MUSCLE_diversified_replicate.abc.273.afa', -4.025, 0.416, -3.608, -6.982
