code,constant_sites_pct,n_unique_sites,entropy_mean,entropy_25_pct,entropy_75_pct,entropy_sum,entropy_max
'bali_phy_msa.359.fas', 0.828, 797, 0.179, 0.0, 0.0, 271.601, 2.596
'bali_phy_msa.36.fas', 0.829, 808, 0.178, 0.0, 0.0, 269.695, 2.596
'bali_phy_msa.360.fas', 0.825, 799, 0.181, 0.0, 0.0, 274.285, 2.602
'bali_phy_msa.361.fas', 0.827, 802, 0.179, 0.0, 0.0, 272.685, 2.62
'bali_phy_msa.362.fas', 0.831, 811, 0.176, 0.0, 0.0, 269.038, 2.57
'bali_phy_msa.363.fas', 0.835, 806, 0.174, 0.0, 0.0, 268.844, 2.583
'bali_phy_msa.364.fas', 0.831, 812, 0.176, 0.0, 0.0, 269.365, 2.61
'bali_phy_msa.365.fas', 0.83, 796, 0.178, 0.0, 0.0, 269.922, 2.6
'bali_phy_msa.366.fas', 0.835, 810, 0.172, 0.0, 0.0, 268.965, 2.602
'bali_phy_msa.367.fas', 0.824, 790, 0.184, 0.0, 0.0, 274.437, 2.602
'bali_phy_msa.368.fas', 0.825, 794, 0.183, 0.0, 0.0, 274.169, 2.6
'bali_phy_msa.369.fas', 0.832, 799, 0.176, 0.0, 0.0, 269.697, 2.57
'bali_phy_msa.37.fas', 0.831, 792, 0.178, 0.0, 0.0, 268.021, 2.602
'bali_phy_msa.370.fas', 0.825, 794, 0.183, 0.0, 0.0, 273.997, 2.588
'bali_phy_msa.371.fas', 0.831, 791, 0.178, 0.0, 0.0, 267.642, 2.568
'bali_phy_msa.372.fas', 0.832, 800, 0.177, 0.0, 0.0, 271.294, 2.61
'bali_phy_msa.373.fas', 0.83, 803, 0.178, 0.0, 0.0, 270.595, 2.575
'bali_phy_msa.374.fas', 0.83, 798, 0.177, 0.0, 0.0, 270.49, 2.575
'bali_phy_msa.375.fas', 0.83, 791, 0.18, 0.0, 0.0, 270.284, 2.602
'bali_phy_msa.376.fas', 0.829, 793, 0.18, 0.0, 0.0, 270.921, 2.594
'bali_phy_msa.377.fas', 0.83, 795, 0.179, 0.0, 0.0, 268.901, 2.602
'bali_phy_msa.378.fas', 0.822, 791, 0.184, 0.0, 0.0, 276.283, 2.596
'bali_phy_msa.379.fas', 0.829, 802, 0.178, 0.0, 0.0, 270.657, 2.602
'bali_phy_msa.38.fas', 0.827, 791, 0.18, 0.0, 0.0, 271.395, 2.602
'bali_phy_msa.380.fas', 0.826, 802, 0.181, 0.0, 0.0, 274.553, 2.61
'bali_phy_msa.381.fas', 0.827, 795, 0.18, 0.0, 0.0, 271.018, 2.596
'bali_phy_msa.382.fas', 0.83, 799, 0.177, 0.0, 0.0, 270.037, 2.575
'bali_phy_msa.383.fas', 0.828, 796, 0.18, 0.0, 0.0, 272.167, 2.594
'bali_phy_msa.384.fas', 0.829, 799, 0.179, 0.0, 0.0, 272.659, 2.583
'bali_phy_msa.385.fas', 0.826, 796, 0.181, 0.0, 0.0, 273.603, 2.596
'bali_phy_msa.386.fas', 0.828, 802, 0.178, 0.0, 0.0, 272.782, 2.612
'bali_phy_msa.387.fas', 0.83, 800, 0.177, 0.0, 0.0, 269.598, 2.602
'bali_phy_msa.388.fas', 0.83, 801, 0.178, 0.0, 0.0, 269.782, 2.602
'bali_phy_msa.389.fas', 0.828, 800, 0.179, 0.0, 0.0, 271.798, 2.594
'bali_phy_msa.39.fas', 0.83, 802, 0.178, 0.0, 0.0, 269.49, 2.612
'bali_phy_msa.390.fas', 0.825, 802, 0.181, 0.0, 0.0, 275.463, 2.602
'bali_phy_msa.391.fas', 0.82, 806, 0.184, 0.0, 0.0, 278.877, 2.612
'bali_phy_msa.392.fas', 0.827, 795, 0.18, 0.0, 0.0, 273.447, 2.602
'bali_phy_msa.393.fas', 0.826, 803, 0.182, 0.0, 0.0, 272.88, 2.594
'bali_phy_msa.394.fas', 0.828, 795, 0.179, 0.0, 0.0, 271.839, 2.602
'bali_phy_msa.395.fas', 0.826, 792, 0.182, 0.0, 0.0, 273.781, 2.609
'bali_phy_msa.396.fas', 0.828, 811, 0.179, 0.0, 0.0, 272.095, 2.602
'bali_phy_msa.397.fas', 0.828, 806, 0.179, 0.0, 0.0, 272.09, 2.604
'bali_phy_msa.398.fas', 0.83, 800, 0.178, 0.0, 0.0, 269.822, 2.594
'bali_phy_msa.399.fas', 0.825, 793, 0.183, 0.0, 0.0, 274.885, 2.56
'bali_phy_msa.4.fas', 0.829, 800, 0.179, 0.0, 0.0, 270.253, 2.596
'bali_phy_msa.40.fas', 0.833, 803, 0.175, 0.0, 0.0, 269.612, 2.575
'bali_phy_msa.400.fas', 0.828, 798, 0.18, 0.0, 0.0, 272.556, 2.57
'bali_phy_msa.41.fas', 0.832, 801, 0.177, 0.0, 0.0, 267.922, 2.614
'bali_phy_msa.42.fas', 0.826, 792, 0.182, 0.0, 0.0, 273.808, 2.592
'bali_phy_msa.43.fas', 0.826, 805, 0.182, 0.0, 0.0, 274.417, 2.608
'bali_phy_msa.44.fas', 0.829, 797, 0.18, 0.0, 0.0, 270.214, 2.612
'bali_phy_msa.45.fas', 0.83, 795, 0.179, 0.0, 0.0, 269.104, 2.592
'bali_phy_msa.46.fas', 0.827, 803, 0.18, 0.0, 0.0, 274.352, 2.602
'bali_phy_msa.47.fas', 0.829, 793, 0.179, 0.0, 0.0, 270.579, 2.602
'bali_phy_msa.48.fas', 0.826, 801, 0.181, 0.0, 0.0, 274.603, 2.574
'bali_phy_msa.49.fas', 0.827, 797, 0.181, 0.0, 0.0, 271.611, 2.602
'bali_phy_msa.5.fas', 0.83, 813, 0.177, 0.0, 0.0, 272.059, 2.602
'bali_phy_msa.50.fas', 0.827, 798, 0.18, 0.0, 0.0, 273.471, 2.602
'bali_phy_msa.51.fas', 0.826, 792, 0.181, 0.0, 0.0, 273.148, 2.61
'bali_phy_msa.52.fas', 0.825, 808, 0.182, 0.0, 0.0, 275.222, 2.583
'bali_phy_msa.53.fas', 0.832, 805, 0.176, 0.0, 0.0, 270.152, 2.61
'bali_phy_msa.54.fas', 0.83, 804, 0.177, 0.0, 0.0, 270.891, 2.596
'bali_phy_msa.55.fas', 0.827, 809, 0.18, 0.0, 0.0, 274.321, 2.574
'bali_phy_msa.56.fas', 0.833, 786, 0.177, 0.0, 0.0, 268.569, 2.594
'bali_phy_msa.57.fas', 0.828, 802, 0.18, 0.0, 0.0, 272.828, 2.575
'bali_phy_msa.58.fas', 0.831, 805, 0.178, 0.0, 0.0, 270.835, 2.592
'bali_phy_msa.59.fas', 0.823, 793, 0.184, 0.0, 0.0, 275.317, 2.625
'bali_phy_msa.6.fas', 0.828, 802, 0.179, 0.0, 0.0, 270.968, 2.575
'bali_phy_msa.60.fas', 0.83, 791, 0.178, 0.0, 0.0, 269.602, 2.596
'bali_phy_msa.61.fas', 0.826, 812, 0.181, 0.0, 0.0, 274.679, 2.59
'bali_phy_msa.62.fas', 0.828, 798, 0.178, 0.0, 0.0, 269.16, 2.596
'bali_phy_msa.63.fas', 0.831, 802, 0.176, 0.0, 0.0, 269.624, 2.602
'bali_phy_msa.64.fas', 0.825, 801, 0.182, 0.0, 0.0, 274.07, 2.575
'bali_phy_msa.65.fas', 0.831, 805, 0.176, 0.0, 0.0, 271.65, 2.602
'bali_phy_msa.66.fas', 0.83, 797, 0.178, 0.0, 0.0, 271.473, 2.6
'bali_phy_msa.67.fas', 0.832, 806, 0.176, 0.0, 0.0, 269.266, 2.602
'bali_phy_msa.68.fas', 0.829, 801, 0.181, 0.0, 0.0, 270.132, 2.602
'bali_phy_msa.69.fas', 0.829, 802, 0.178, 0.0, 0.0, 270.571, 2.594
'bali_phy_msa.7.fas', 0.827, 803, 0.18, 0.0, 0.0, 273.57, 2.602
'bali_phy_msa.70.fas', 0.828, 805, 0.179, 0.0, 0.0, 273.103, 2.575
'bali_phy_msa.71.fas', 0.828, 811, 0.18, 0.0, 0.0, 270.547, 2.601
'bali_phy_msa.72.fas', 0.824, 797, 0.183, 0.0, 0.0, 273.67, 2.602
'bali_phy_msa.73.fas', 0.827, 805, 0.179, 0.0, 0.0, 273.252, 2.602
'bali_phy_msa.74.fas', 0.824, 799, 0.183, 0.0, 0.0, 274.375, 2.604
'bali_phy_msa.75.fas', 0.825, 801, 0.181, 0.0, 0.0, 273.113, 2.602
'bali_phy_msa.76.fas', 0.825, 805, 0.181, 0.0, 0.0, 272.907, 2.596
'bali_phy_msa.77.fas', 0.827, 809, 0.179, 0.0, 0.0, 272.582, 2.594
'bali_phy_msa.78.fas', 0.831, 807, 0.177, 0.0, 0.0, 269.942, 2.57
'bali_phy_msa.79.fas', 0.832, 810, 0.176, 0.0, 0.0, 270.235, 2.612
'bali_phy_msa.8.fas', 0.826, 798, 0.182, 0.0, 0.0, 273.759, 2.614
'bali_phy_msa.80.fas', 0.829, 812, 0.177, 0.0, 0.0, 273.086, 2.592
'bali_phy_msa.81.fas', 0.829, 797, 0.177, 0.0, 0.0, 270.739, 2.602
'bali_phy_msa.82.fas', 0.828, 790, 0.179, 0.0, 0.0, 272.263, 2.602
'bali_phy_msa.83.fas', 0.832, 808, 0.176, 0.0, 0.0, 268.754, 2.596
'bali_phy_msa.84.fas', 0.832, 791, 0.177, 0.0, 0.0, 267.428, 2.583
'bali_phy_msa.85.fas', 0.828, 801, 0.178, 0.0, 0.0, 273.505, 2.602
'bali_phy_msa.86.fas', 0.827, 800, 0.18, 0.0, 0.0, 271.646, 2.602
'bali_phy_msa.87.fas', 0.829, 796, 0.178, 0.0, 0.0, 271.528, 2.594
'bali_phy_msa.88.fas', 0.832, 800, 0.176, 0.0, 0.0, 269.52, 2.602
'bali_phy_msa.89.fas', 0.832, 790, 0.177, 0.0, 0.0, 267.538, 2.61
'bali_phy_msa.9.fas', 0.827, 793, 0.182, 0.0, 0.0, 271.65, 2.602
'bali_phy_msa.90.fas', 0.827, 798, 0.18, 0.0, 0.0, 273.257, 2.583
'bali_phy_msa.91.fas', 0.83, 793, 0.178, 0.0, 0.0, 269.505, 2.602
'bali_phy_msa.92.fas', 0.832, 799, 0.178, 0.0, 0.0, 269.915, 2.596
'bali_phy_msa.93.fas', 0.826, 793, 0.182, 0.0, 0.0, 270.269, 2.596
'bali_phy_msa.94.fas', 0.82, 804, 0.186, 0.0, 0.0, 277.478, 2.594
'bali_phy_msa.95.fas', 0.829, 794, 0.179, 0.0, 0.0, 270.335, 2.575
'bali_phy_msa.96.fas', 0.827, 803, 0.18, 0.0, 0.0, 272.172, 2.602
'bali_phy_msa.97.fas', 0.826, 793, 0.181, 0.0, 0.0, 273.633, 2.602
'bali_phy_msa.98.fas', 0.827, 806, 0.18, 0.0, 0.0, 273.695, 2.602
'bali_phy_msa.99.fas', 0.823, 789, 0.185, 0.0, 0.0, 274.314, 2.574
'MAFFT_b0#0072_hhH_tree_74_OP_1.9907948557296418_Split_72.fasta', 0.69, 792, 0.313, 0.0, 0.637, 380.787, 2.606
'MAFFT_b0#0072_hhT_tree_39_OP_1.782001260864562_Split_72.fasta', 0.638, 766, 0.37, 0.0, 0.693, 402.656, 2.617
'MAFFT_b0#0072_hhT_tree_74_OP_1.9907948557296418_Split_72.fasta', 0.69, 792, 0.313, 0.0, 0.637, 380.787, 2.606
'MAFFT_b0#0072_htT_tree_74_OP_1.9907948557296418_Split_72.fasta', 0.692, 788, 0.312, 0.0, 0.637, 380.082, 2.606
'MAFFT_b0#0072_thT_tree_39_OP_1.782001260864562_Split_72.fasta', 0.638, 766, 0.37, 0.0, 0.693, 402.656, 2.617
'MAFFT_b0#0072_ttH_tree_39_OP_1.782001260864562_Split_72.fasta', 0.662, 768, 0.345, 0.0, 0.693, 390.493, 2.617
'MAFFT_b0#0072_ttH_tree_74_OP_1.9907948557296418_Split_72.fasta', 0.692, 788, 0.312, 0.0, 0.637, 380.082, 2.606
'MAFFT_b0#0072_ttT_tree_39_OP_1.782001260864562_Split_72.fasta', 0.662, 768, 0.345, 0.0, 0.693, 390.493, 2.617
'MAFFT_b0#0073_hhH_tree_72_OP_1.2847368950501976_Split_73.fasta', 0.679, 810, 0.317, 0.0, 0.693, 379.638, 2.568
'MAFFT_b0#0073_htT_tree_72_OP_1.2847368950501976_Split_73.fasta', 0.664, 802, 0.331, 0.0, 0.693, 388.501, 2.568
'MAFFT_b0#0073_thT_tree_72_OP_1.2847368950501976_Split_73.fasta', 0.679, 810, 0.317, 0.0, 0.693, 379.49, 2.568
'MAFFT_b0#0073_ttT_tree_72_OP_1.2847368950501976_Split_73.fasta', 0.664, 802, 0.331, 0.0, 0.693, 388.353, 2.568
'MAFFT_b0#0074_hhH_tree_57_OP_2.54578155531949_Split_74.fasta', 0.666, 753, 0.345, 0.0, 0.689, 399.997, 2.631
'MAFFT_b0#0074_hhT_tree_57_OP_2.54578155531949_Split_74.fasta', 0.666, 753, 0.345, 0.0, 0.689, 399.997, 2.631
'MAFFT_b0#0074_htH_tree_46_OP_1.4327650627329234_Split_74.fasta', 0.666, 768, 0.34, 0.0, 0.693, 392.925, 2.596
'MAFFT_b0#0074_htH_tree_57_OP_2.54578155531949_Split_74.fasta', 0.653, 755, 0.359, 0.0, 0.693, 411.342, 2.631
'MAFFT_b0#0074_thH_tree_46_OP_1.4327650627329234_Split_74.fasta', 0.657, 784, 0.346, 0.0, 0.693, 401.111, 2.596
'MAFFT_b0#0074_thT_tree_46_OP_1.4327650627329234_Split_74.fasta', 0.657, 784, 0.346, 0.0, 0.693, 401.111, 2.596
'MAFFT_b0#0074_ttH_tree_46_OP_1.4327650627329234_Split_74.fasta', 0.666, 768, 0.34, 0.0, 0.693, 392.925, 2.596
'MAFFT_b0#0074_ttH_tree_57_OP_2.54578155531949_Split_74.fasta', 0.653, 755, 0.359, 0.0, 0.693, 411.342, 2.631
'MAFFT_b0#0075_hhT_tree_2_OP_1.5699182788181343_Split_75.fasta', 0.621, 812, 0.378, 0.0, 0.693, 420.969, 2.569
'MAFFT_b0#0075_htT_tree_2_OP_1.5699182788181343_Split_75.fasta', 0.608, 820, 0.387, 0.0, 0.693, 426.71, 2.569
'MAFFT_b0#0075_thH_tree_2_OP_1.5699182788181343_Split_75.fasta', 0.621, 812, 0.378, 0.0, 0.693, 420.969, 2.569
'MAFFT_b0#0075_ttT_tree_2_OP_1.5699182788181343_Split_75.fasta', 0.608, 820, 0.387, 0.0, 0.693, 426.71, 2.569
'MAFFT_b0#0078_hhH_tree_89_OP_1.346742443921104_Split_78.fasta', 0.633, 777, 0.363, 0.0, 0.693, 404.139, 2.599
'MAFFT_b0#0078_hhT_tree_89_OP_1.346742443921104_Split_78.fasta', 0.633, 777, 0.363, 0.0, 0.693, 404.139, 2.599
'MAFFT_b0#0078_thH_tree_89_OP_1.346742443921104_Split_78.fasta', 0.633, 777, 0.364, 0.0, 0.693, 404.653, 2.599
'MAFFT_b0#0078_thT_tree_89_OP_1.346742443921104_Split_78.fasta', 0.633, 777, 0.364, 0.0, 0.693, 404.653, 2.599
'MAFFT_b0#0080_hhH_tree_42_OP_1.2233803782003307_Split_80.fasta', 0.692, 748, 0.321, 0.0, 0.637, 380.619, 2.601
'MAFFT_b0#0080_hhH_tree_82_OP_2.722114917861654_Split_80.fasta', 0.604, 790, 0.396, 0.0, 0.693, 431.947, 2.604
'MAFFT_b0#0080_hhT_tree_42_OP_1.2233803782003307_Split_80.fasta', 0.692, 748, 0.321, 0.0, 0.637, 380.619, 2.601
'MAFFT_b0#0080_htT_tree_42_OP_1.2233803782003307_Split_80.fasta', 0.692, 756, 0.319, 0.0, 0.637, 381.281, 2.601
'MAFFT_b0#0080_thT_tree_42_OP_1.2233803782003307_Split_80.fasta', 0.692, 748, 0.321, 0.0, 0.637, 380.361, 2.601
'MAFFT_b0#0080_thT_tree_82_OP_2.722114917861654_Split_80.fasta', 0.604, 790, 0.396, 0.0, 0.693, 431.947, 2.604
'MAFFT_b0#0080_ttH_tree_82_OP_2.722114917861654_Split_80.fasta', 0.653, 777, 0.355, 0.0, 0.693, 401.317, 2.604
'MAFFT_b0#0080_ttT_tree_82_OP_2.722114917861654_Split_80.fasta', 0.653, 777, 0.355, 0.0, 0.693, 401.317, 2.604
'MAFFT_b0#0083_hhT_tree_11_OP_1.5768560018637672_Split_83.fasta', 0.661, 785, 0.341, 0.0, 0.693, 401.857, 2.596
'MAFFT_b0#0083_hhT_tree_96_OP_2.7533048964132307_Split_83.fasta', 0.647, 808, 0.357, 0.0, 0.693, 414.369, 2.618
'MAFFT_b0#0083_htH_tree_96_OP_2.7533048964132307_Split_83.fasta', 0.647, 809, 0.357, 0.0, 0.693, 415.67, 2.618
'MAFFT_b0#0083_htT_tree_11_OP_1.5768560018637672_Split_83.fasta', 0.66, 785, 0.342, 0.0, 0.693, 402.336, 2.596
'MAFFT_b0#0083_thT_tree_96_OP_2.7533048964132307_Split_83.fasta', 0.645, 809, 0.359, 0.0, 0.693, 415.755, 2.618
'MAFFT_b0#0083_ttH_tree_11_OP_1.5768560018637672_Split_83.fasta', 0.654, 784, 0.347, 0.0, 0.693, 406.812, 2.596
'MAFFT_b0#0083_ttT_tree_11_OP_1.5768560018637672_Split_83.fasta', 0.654, 784, 0.347, 0.0, 0.693, 406.812, 2.596
'MAFFT_b0#0083_ttT_tree_96_OP_2.7533048964132307_Split_83.fasta', 0.644, 810, 0.359, 0.0, 0.693, 417.056, 2.618
'MAFFT_b0#0084_hhH_tree_20_OP_2.7414516433287566_Split_84.fasta', 0.67, 753, 0.348, 0.0, 0.693, 398.717, 2.606
'MAFFT_b0#0084_hhH_tree_79_OP_1.244222429737621_Split_84.fasta', 0.737, 798, 0.266, 0.0, 0.266, 340.379, 2.601
'MAFFT_b0#0084_hhT_tree_20_OP_2.7414516433287566_Split_84.fasta', 0.67, 753, 0.348, 0.0, 0.693, 398.717, 2.606
'MAFFT_b0#0084_hhT_tree_76_OP_1.0664681192566676_Split_84.fasta', 0.668, 787, 0.328, 0.0, 0.693, 389.77, 2.607
'MAFFT_b0#0084_hhT_tree_79_OP_1.244222429737621_Split_84.fasta', 0.737, 798, 0.266, 0.0, 0.266, 340.379, 2.601
'MAFFT_b0#0084_htH_tree_20_OP_2.7414516433287566_Split_84.fasta', 0.658, 769, 0.359, 0.0, 0.693, 410.152, 2.606
'MAFFT_b0#0084_htT_tree_76_OP_1.0664681192566676_Split_84.fasta', 0.646, 798, 0.345, 0.0, 0.693, 399.826, 2.607
'MAFFT_b0#0084_htT_tree_79_OP_1.244222429737621_Split_84.fasta', 0.732, 798, 0.27, 0.0, 0.303, 343.092, 2.601
'MAFFT_b0#0084_thT_tree_20_OP_2.7414516433287566_Split_84.fasta', 0.669, 753, 0.349, 0.0, 0.693, 399.817, 2.606
'MAFFT_b0#0084_thT_tree_76_OP_1.0664681192566676_Split_84.fasta', 0.668, 787, 0.328, 0.0, 0.693, 389.758, 2.607
'MAFFT_b0#0084_ttH_tree_76_OP_1.0664681192566676_Split_84.fasta', 0.645, 796, 0.346, 0.0, 0.693, 401.016, 2.607
'MAFFT_b0#0084_ttH_tree_79_OP_1.244222429737621_Split_84.fasta', 0.712, 806, 0.288, 0.0, 0.536, 357.007, 2.601
'MAFFT_b0#0085_thH_tree_83_OP_2.155927182903591_Split_85.fasta', 0.676, 724, 0.346, 0.0, 0.693, 389.765, 2.625
'MAFFT_b0#0085_thT_tree_83_OP_2.155927182903591_Split_85.fasta', 0.676, 724, 0.346, 0.0, 0.693, 389.765, 2.625
'MAFFT_b0#0085_ttH_tree_83_OP_2.155927182903591_Split_85.fasta', 0.666, 723, 0.358, 0.0, 0.693, 395.36, 2.625
'MAFFT_b0#0085_ttT_tree_83_OP_2.155927182903591_Split_85.fasta', 0.666, 723, 0.358, 0.0, 0.693, 395.36, 2.625
'MAFFT_b0#0086_hhT_tree_44_OP_2.844149524750718_Split_86.fasta', 0.634, 761, 0.377, 0.0, 0.693, 413.5, 2.631
'MAFFT_b0#0086_htT_tree_44_OP_2.844149524750718_Split_86.fasta', 0.635, 764, 0.375, 0.0, 0.693, 410.419, 2.631
'MAFFT_b0#0086_thH_tree_44_OP_2.844149524750718_Split_86.fasta', 0.626, 762, 0.384, 0.0, 0.693, 418.007, 2.631
'MAFFT_b0#0086_ttT_tree_44_OP_2.844149524750718_Split_86.fasta', 0.627, 765, 0.383, 0.0, 0.693, 416.025, 2.631
'MAFFT_b0#0087_hhH_tree_78_OP_2.7765918136583063_Split_87.fasta', 0.616, 757, 0.393, 0.0, 0.693, 421.992, 2.612
'MAFFT_b0#0087_hhT_tree_78_OP_2.7765918136583063_Split_87.fasta', 0.616, 757, 0.393, 0.0, 0.693, 421.992, 2.612
'MAFFT_b0#0087_htT_tree_78_OP_2.7765918136583063_Split_87.fasta', 0.616, 752, 0.392, 0.0, 0.693, 422.735, 2.612
'MAFFT_b0#0087_thH_tree_78_OP_2.7765918136583063_Split_87.fasta', 0.613, 756, 0.395, 0.0, 0.693, 423.427, 2.612
'MAFFT_b0#0089_hhH_tree_9_OP_1.249571934699986_Split_89.fasta', 0.695, 773, 0.312, 0.0, 0.637, 369.925, 2.623
'MAFFT_b0#0089_htH_tree_9_OP_1.249571934699986_Split_89.fasta', 0.683, 787, 0.318, 0.0, 0.693, 375.43, 2.623
'MAFFT_b0#0089_thT_tree_9_OP_1.249571934699986_Split_89.fasta', 0.688, 773, 0.319, 0.0, 0.643, 374.676, 2.623
'MAFFT_b0#0089_ttT_tree_9_OP_1.249571934699986_Split_89.fasta', 0.682, 787, 0.319, 0.0, 0.693, 376.123, 2.623
'MAFFT_b0#0091_htH_tree_52_OP_2.8994908810804993_Split_91.fasta', 0.639, 731, 0.38, 0.0, 0.693, 411.629, 2.631
'MAFFT_b0#0091_thH_tree_52_OP_2.8994908810804993_Split_91.fasta', 0.628, 720, 0.389, 0.0, 0.693, 416.205, 2.631
'MAFFT_b0#0091_thT_tree_52_OP_2.8994908810804993_Split_91.fasta', 0.628, 720, 0.389, 0.0, 0.693, 416.205, 2.631
'MAFFT_b0#0091_ttT_tree_52_OP_2.8994908810804993_Split_91.fasta', 0.641, 730, 0.378, 0.0, 0.693, 410.243, 2.631
'MAFFT_b0#0092_htH_tree_27_OP_2.533187626783996_Split_92.fasta', 0.663, 766, 0.348, 0.0, 0.693, 398.611, 2.603
'MAFFT_b0#0092_htT_tree_62_OP_2.3306906586347154_Split_92.fasta', 0.706, 745, 0.308, 0.0, 0.609, 368.082, 2.571
'MAFFT_b0#0092_thH_tree_27_OP_2.533187626783996_Split_92.fasta', 0.613, 772, 0.392, 0.0, 0.693, 427.325, 2.603
'MAFFT_b0#0092_thH_tree_62_OP_2.3306906586347154_Split_92.fasta', 0.711, 753, 0.303, 0.0, 0.549, 364.228, 2.571
'MAFFT_b0#0092_thT_tree_27_OP_2.533187626783996_Split_92.fasta', 0.613, 772, 0.392, 0.0, 0.693, 427.325, 2.603
'MAFFT_b0#0092_thT_tree_62_OP_2.3306906586347154_Split_92.fasta', 0.711, 753, 0.303, 0.0, 0.549, 364.228, 2.571
'MAFFT_b0#0092_ttH_tree_62_OP_2.3306906586347154_Split_92.fasta', 0.706, 745, 0.308, 0.0, 0.609, 368.082, 2.571
'MAFFT_b0#0092_ttT_tree_27_OP_2.533187626783996_Split_92.fasta', 0.66, 766, 0.35, 0.0, 0.693, 400.929, 2.603
'MAFFT_b0#0093_hhT_tree_28_OP_2.797892476021037_Split_93.fasta', 0.598, 741, 0.408, 0.0, 0.693, 433.717, 2.617
'MAFFT_b0#0093_htH_tree_28_OP_2.797892476021037_Split_93.fasta', 0.586, 731, 0.421, 0.0, 0.693, 442.055, 2.617
'MAFFT_b0#0093_thH_tree_28_OP_2.797892476021037_Split_93.fasta', 0.596, 740, 0.41, 0.0, 0.693, 435.098, 2.617
'MAFFT_b0#0093_ttH_tree_28_OP_2.797892476021037_Split_93.fasta', 0.587, 730, 0.42, 0.0, 0.693, 441.357, 2.617
'MAFFT_b0#0094_hhH_tree_60_OP_1.380654269463463_Split_94.fasta', 0.634, 794, 0.365, 0.0, 0.693, 418.094, 2.568
'MAFFT_b0#0094_hhT_tree_60_OP_1.380654269463463_Split_94.fasta', 0.634, 794, 0.365, 0.0, 0.693, 418.094, 2.568
'MAFFT_b0#0094_thT_tree_60_OP_1.380654269463463_Split_94.fasta', 0.634, 794, 0.365, 0.0, 0.693, 418.081, 2.568
'MAFFT_b0#0094_ttT_tree_60_OP_1.380654269463463_Split_94.fasta', 0.632, 771, 0.373, 0.0, 0.693, 420.531, 2.568
'MAFFT_b0#0095_htH_tree_86_OP_2.838925193728116_Split_95.fasta', 0.659, 801, 0.344, 0.0, 0.693, 399.753, 2.596
'MAFFT_b0#0095_htT_tree_86_OP_2.838925193728116_Split_95.fasta', 0.659, 801, 0.344, 0.0, 0.693, 399.753, 2.596
'MAFFT_b0#0095_thH_tree_86_OP_2.838925193728116_Split_95.fasta', 0.65, 798, 0.35, 0.0, 0.693, 403.079, 2.596
'MAFFT_b0#0095_thT_tree_86_OP_2.838925193728116_Split_95.fasta', 0.65, 798, 0.35, 0.0, 0.693, 403.079, 2.596
'MAFFT_b0#0096_htH_tree_65_OP_2.4620754969260368_Split_96.fasta', 0.728, 753, 0.291, 0.0, 0.441, 360.508, 2.707
'MAFFT_b0#0096_htT_tree_65_OP_2.4620754969260368_Split_96.fasta', 0.728, 753, 0.291, 0.0, 0.441, 360.508, 2.707
'MAFFT_b0#0096_thT_tree_65_OP_2.4620754969260368_Split_96.fasta', 0.721, 754, 0.297, 0.0, 0.5, 364.463, 2.707
'MAFFT_b0#0096_ttH_tree_65_OP_2.4620754969260368_Split_96.fasta', 0.718, 751, 0.301, 0.0, 0.522, 368.961, 2.707
'MAFFT_b0#0098_htT_tree_85_OP_1.0876519560757543_Split_98.fasta', 0.667, 851, 0.321, 0.0, 0.693, 390.079, 2.572
'MAFFT_b0#0098_thH_tree_85_OP_1.0876519560757543_Split_98.fasta', 0.671, 852, 0.319, 0.0, 0.693, 388.591, 2.572
'MAFFT_b0#0098_thT_tree_85_OP_1.0876519560757543_Split_98.fasta', 0.671, 852, 0.319, 0.0, 0.693, 388.591, 2.572
'MAFFT_b0#0098_ttH_tree_85_OP_1.0876519560757543_Split_98.fasta', 0.667, 851, 0.32, 0.0, 0.693, 390.038, 2.572
'MAFFT_b0#0100_hhH_tree_84_OP_1.2747066014324073_Split_100.fasta', 0.651, 795, 0.352, 0.0, 0.693, 408.457, 2.607
'MAFFT_b0#0100_hhT_tree_84_OP_1.2747066014324073_Split_100.fasta', 0.651, 795, 0.352, 0.0, 0.693, 408.457, 2.607
'MAFFT_b0#0100_htH_tree_84_OP_1.2747066014324073_Split_100.fasta', 0.649, 799, 0.351, 0.0, 0.693, 409.446, 2.607
'MAFFT_b0#0100_thH_tree_84_OP_1.2747066014324073_Split_100.fasta', 0.651, 795, 0.352, 0.0, 0.693, 408.444, 2.607
'MAFFT_b0#0103_htH_tree_48_OP_2.7980377771908604_Split_103.fasta', 0.712, 730, 0.309, 0.0, 0.619, 364.457, 2.604
'MAFFT_b0#0103_htT_tree_48_OP_2.7980377771908604_Split_103.fasta', 0.712, 730, 0.309, 0.0, 0.619, 364.457, 2.604
'MAFFT_b0#0103_thH_tree_48_OP_2.7980377771908604_Split_103.fasta', 0.713, 728, 0.307, 0.0, 0.595, 362.638, 2.604
'MAFFT_b0#0103_ttT_tree_48_OP_2.7980377771908604_Split_103.fasta', 0.711, 730, 0.31, 0.0, 0.634, 365.555, 2.604
'MAFFT_b0#0105_hhT_tree_26_OP_1.957362545164327_Split_105.fasta', 0.687, 733, 0.328, 0.0, 0.67, 376.401, 2.59
'MAFFT_b0#0105_hhT_tree_95_OP_2.670624614307364_Split_105.fasta', 0.606, 795, 0.394, 0.0, 0.693, 441.837, 2.596
