code,constant_sites_pct,n_unique_sites,entropy_mean,entropy_25_pct,entropy_75_pct,entropy_sum,entropy_max
'MAFFT_b1#0039_htT_tree_37_OP_1.6922658322608612_Split_39.fasta', 0.691, 778, 0.315, 0.0, 0.637, 370.743, 2.617
'MAFFT_b1#0040_hhH_tree_35_OP_1.0145149247555216_Split_40.fasta', 0.632, 831, 0.373, 0.0, 0.693, 429.091, 2.577
'MAFFT_b1#0040_hhH_tree_58_OP_2.1317534516953884_Split_40.fasta', 0.642, 721, 0.375, 0.0, 0.693, 409.691, 2.627
'MAFFT_b1#0040_hhT_tree_35_OP_1.0145149247555216_Split_40.fasta', 0.632, 831, 0.373, 0.0, 0.693, 429.091, 2.577
'MAFFT_b1#0040_hhT_tree_58_OP_2.1317534516953884_Split_40.fasta', 0.642, 721, 0.375, 0.0, 0.693, 409.691, 2.627
'MAFFT_b1#0040_htH_tree_35_OP_1.0145149247555216_Split_40.fasta', 0.617, 830, 0.39, 0.0, 0.693, 436.243, 2.577
'MAFFT_b1#0040_htH_tree_58_OP_2.1317534516953884_Split_40.fasta', 0.645, 723, 0.37, 0.0, 0.693, 405.403, 2.627
'MAFFT_b1#0040_htT_tree_35_OP_1.0145149247555216_Split_40.fasta', 0.617, 830, 0.39, 0.0, 0.693, 436.243, 2.577
'MAFFT_b1#0040_htT_tree_58_OP_2.1317534516953884_Split_40.fasta', 0.645, 723, 0.37, 0.0, 0.693, 405.403, 2.627
'MAFFT_b1#0042_hhH_tree_41_OP_2.5147928507965345_Split_42.fasta', 0.671, 730, 0.344, 0.0, 0.693, 392.349, 2.601
'MAFFT_b1#0042_hhH_tree_5_OP_1.2092921892930137_Split_42.fasta', 0.702, 785, 0.305, 0.0, 0.637, 366.171, 2.589
'MAFFT_b1#0042_hhT_tree_41_OP_2.5147928507965345_Split_42.fasta', 0.671, 730, 0.344, 0.0, 0.693, 392.349, 2.601
'MAFFT_b1#0042_hhT_tree_5_OP_1.2092921892930137_Split_42.fasta', 0.702, 785, 0.305, 0.0, 0.637, 366.171, 2.589
'MAFFT_b1#0042_htH_tree_41_OP_2.5147928507965345_Split_42.fasta', 0.671, 736, 0.348, 0.0, 0.693, 397.121, 2.601
'MAFFT_b1#0042_htH_tree_5_OP_1.2092921892930137_Split_42.fasta', 0.699, 795, 0.307, 0.0, 0.637, 367.801, 2.589
'MAFFT_b1#0042_htT_tree_41_OP_2.5147928507965345_Split_42.fasta', 0.671, 736, 0.348, 0.0, 0.693, 397.121, 2.601
'MAFFT_b1#0042_htT_tree_5_OP_1.2092921892930137_Split_42.fasta', 0.699, 795, 0.307, 0.0, 0.637, 367.801, 2.589
'MAFFT_b1#0045_hhH_tree_49_OP_1.862318045912353_Split_45.fasta', 0.677, 753, 0.332, 0.0, 0.693, 385.761, 2.617
'MAFFT_b1#0045_hhT_tree_49_OP_1.862318045912353_Split_45.fasta', 0.677, 753, 0.332, 0.0, 0.693, 385.761, 2.617
'MAFFT_b1#0045_htH_tree_49_OP_1.862318045912353_Split_45.fasta', 0.666, 747, 0.342, 0.0, 0.693, 394.021, 2.617
'MAFFT_b1#0045_htT_tree_49_OP_1.862318045912353_Split_45.fasta', 0.666, 747, 0.342, 0.0, 0.693, 394.021, 2.617
'MAFFT_b1#0047_hhH_tree_56_OP_1.846126415612828_Split_47.fasta', 0.683, 780, 0.324, 0.0, 0.637, 381.678, 2.617
'MAFFT_b1#0047_hhT_tree_56_OP_1.846126415612828_Split_47.fasta', 0.683, 780, 0.324, 0.0, 0.637, 381.678, 2.617
'MAFFT_b1#0047_htH_tree_56_OP_1.846126415612828_Split_47.fasta', 0.675, 771, 0.332, 0.0, 0.664, 385.206, 2.617
'MAFFT_b1#0047_htT_tree_56_OP_1.846126415612828_Split_47.fasta', 0.675, 771, 0.332, 0.0, 0.664, 385.206, 2.617
'MAFFT_b1#0049_hhH_tree_47_OP_1.15048819586282_Split_49.fasta', 0.687, 785, 0.318, 0.0, 0.693, 372.265, 2.599
'MAFFT_b1#0049_hhH_tree_68_OP_2.580684564304555_Split_49.fasta', 0.671, 740, 0.341, 0.0, 0.693, 387.553, 2.631
'MAFFT_b1#0049_hhT_tree_47_OP_1.15048819586282_Split_49.fasta', 0.687, 785, 0.318, 0.0, 0.693, 372.265, 2.599
'MAFFT_b1#0049_hhT_tree_68_OP_2.580684564304555_Split_49.fasta', 0.671, 740, 0.341, 0.0, 0.693, 387.553, 2.631
'MAFFT_b1#0049_htH_tree_47_OP_1.15048819586282_Split_49.fasta', 0.672, 798, 0.332, 0.0, 0.693, 385.952, 2.606
'MAFFT_b1#0049_htH_tree_68_OP_2.580684564304555_Split_49.fasta', 0.663, 737, 0.352, 0.0, 0.693, 394.218, 2.631
'MAFFT_b1#0049_htT_tree_47_OP_1.15048819586282_Split_49.fasta', 0.672, 798, 0.332, 0.0, 0.693, 385.952, 2.606
'MAFFT_b1#0049_htT_tree_68_OP_2.580684564304555_Split_49.fasta', 0.663, 737, 0.352, 0.0, 0.693, 394.218, 2.631
'MAFFT_b1#0052_hhH_tree_0_OP_2.430564512096987_Split_52.fasta', 0.602, 793, 0.392, 0.0, 0.693, 441.15, 2.603
'MAFFT_b1#0052_hhH_tree_98_OP_2.706650408711409_Split_52.fasta', 0.68, 756, 0.339, 0.0, 0.693, 392.33, 2.586
'MAFFT_b1#0052_hhT_tree_0_OP_2.430564512096987_Split_52.fasta', 0.602, 793, 0.392, 0.0, 0.693, 441.15, 2.603
'MAFFT_b1#0052_hhT_tree_98_OP_2.706650408711409_Split_52.fasta', 0.68, 756, 0.339, 0.0, 0.693, 392.33, 2.586
'MAFFT_b1#0052_htH_tree_0_OP_2.430564512096987_Split_52.fasta', 0.599, 794, 0.399, 0.0, 0.693, 441.511, 2.603
'MAFFT_b1#0052_htH_tree_98_OP_2.706650408711409_Split_52.fasta', 0.677, 753, 0.34, 0.0, 0.693, 393.087, 2.586
'MAFFT_b1#0052_htT_tree_0_OP_2.430564512096987_Split_52.fasta', 0.599, 794, 0.399, 0.0, 0.693, 441.511, 2.603
'MAFFT_b1#0052_htT_tree_98_OP_2.706650408711409_Split_52.fasta', 0.677, 753, 0.34, 0.0, 0.693, 393.087, 2.586
'MAFFT_b1#0053_hhH_tree_59_OP_2.5907616833144225_Split_53.fasta', 0.634, 779, 0.372, 0.0, 0.693, 423.055, 2.576
'MAFFT_b1#0053_hhT_tree_59_OP_2.5907616833144225_Split_53.fasta', 0.634, 779, 0.372, 0.0, 0.693, 423.055, 2.576
'MAFFT_b1#0053_htH_tree_59_OP_2.5907616833144225_Split_53.fasta', 0.638, 779, 0.372, 0.0, 0.693, 423.79, 2.576
'MAFFT_b1#0053_htT_tree_59_OP_2.5907616833144225_Split_53.fasta', 0.638, 779, 0.372, 0.0, 0.693, 423.79, 2.576
'MAFFT_b1#0054_hhH_tree_50_OP_1.4314281006893206_Split_54.fasta', 0.682, 786, 0.317, 0.0, 0.637, 377.045, 2.601
'MAFFT_b1#0054_hhH_tree_67_OP_2.2628141929704384_Split_54.fasta', 0.62, 799, 0.381, 0.0, 0.693, 425.457, 2.624
'MAFFT_b1#0054_hhT_tree_50_OP_1.4314281006893206_Split_54.fasta', 0.682, 786, 0.317, 0.0, 0.637, 377.045, 2.601
'MAFFT_b1#0054_hhT_tree_67_OP_2.2628141929704384_Split_54.fasta', 0.62, 799, 0.381, 0.0, 0.693, 425.457, 2.624
'MAFFT_b1#0054_htH_tree_50_OP_1.4314281006893206_Split_54.fasta', 0.671, 784, 0.327, 0.0, 0.693, 385.31, 2.601
'MAFFT_b1#0054_htH_tree_67_OP_2.2628141929704384_Split_54.fasta', 0.631, 790, 0.371, 0.0, 0.693, 416.022, 2.624
'MAFFT_b1#0054_htT_tree_50_OP_1.4314281006893206_Split_54.fasta', 0.671, 784, 0.327, 0.0, 0.693, 385.31, 2.601
'MAFFT_b1#0054_htT_tree_67_OP_2.2628141929704384_Split_54.fasta', 0.631, 790, 0.371, 0.0, 0.693, 416.022, 2.624
'MAFFT_b1#0055_hhH_tree_54_OP_1.8294071409461166_Split_55.fasta', 0.619, 809, 0.372, 0.0, 0.693, 416.679, 2.594
'MAFFT_b1#0055_hhH_tree_70_OP_2.160745603480274_Split_55.fasta', 0.676, 761, 0.337, 0.0, 0.693, 386.697, 2.639
'MAFFT_b1#0055_hhT_tree_54_OP_1.8294071409461166_Split_55.fasta', 0.619, 809, 0.372, 0.0, 0.693, 416.679, 2.594
'MAFFT_b1#0055_hhT_tree_70_OP_2.160745603480274_Split_55.fasta', 0.676, 761, 0.337, 0.0, 0.693, 386.697, 2.639
'MAFFT_b1#0055_htH_tree_54_OP_1.8294071409461166_Split_55.fasta', 0.623, 807, 0.369, 0.0, 0.693, 412.119, 2.594
'MAFFT_b1#0055_htH_tree_70_OP_2.160745603480274_Split_55.fasta', 0.679, 762, 0.335, 0.0, 0.693, 385.353, 2.639
'MAFFT_b1#0055_htT_tree_54_OP_1.8294071409461166_Split_55.fasta', 0.623, 807, 0.369, 0.0, 0.693, 412.119, 2.594
'MAFFT_b1#0055_htT_tree_70_OP_2.160745603480274_Split_55.fasta', 0.679, 762, 0.335, 0.0, 0.693, 385.353, 2.639
'MAFFT_b1#0056_hhH_tree_25_OP_1.4474587949887363_Split_56.fasta', 0.684, 780, 0.324, 0.0, 0.666, 378.188, 2.637
'MAFFT_b1#0056_hhT_tree_25_OP_1.4474587949887363_Split_56.fasta', 0.684, 780, 0.324, 0.0, 0.666, 378.188, 2.637
'MAFFT_b1#0056_htH_tree_25_OP_1.4474587949887363_Split_56.fasta', 0.677, 770, 0.327, 0.0, 0.637, 378.297, 2.637
'MAFFT_b1#0056_htT_tree_25_OP_1.4474587949887363_Split_56.fasta', 0.677, 770, 0.327, 0.0, 0.637, 378.297, 2.637
'MAFFT_b1#0057_hhH_tree_91_OP_1.1687397125272698_Split_57.fasta', 0.717, 778, 0.285, 0.0, 0.525, 349.871, 2.617
'MAFFT_b1#0057_hhT_tree_91_OP_1.1687397125272698_Split_57.fasta', 0.717, 778, 0.285, 0.0, 0.525, 349.871, 2.617
'MAFFT_b1#0057_htH_tree_91_OP_1.1687397125272698_Split_57.fasta', 0.7, 775, 0.301, 0.0, 0.637, 362.164, 2.617
'MAFFT_b1#0057_htT_tree_91_OP_1.1687397125272698_Split_57.fasta', 0.7, 775, 0.301, 0.0, 0.637, 362.164, 2.617
'MAFFT_b1#0058_hhH_tree_93_OP_1.9635255889586014_Split_58.fasta', 0.66, 753, 0.346, 0.0, 0.693, 389.734, 2.554
'MAFFT_b1#0058_hhT_tree_93_OP_1.9635255889586014_Split_58.fasta', 0.66, 753, 0.346, 0.0, 0.693, 389.734, 2.554
'MAFFT_b1#0058_htH_tree_93_OP_1.9635255889586014_Split_58.fasta', 0.663, 752, 0.335, 0.0, 0.693, 385.085, 2.579
'MAFFT_b1#0058_htT_tree_93_OP_1.9635255889586014_Split_58.fasta', 0.663, 752, 0.335, 0.0, 0.693, 385.085, 2.579
'MAFFT_b1#0061_hhH_tree_19_OP_2.086025278277926_Split_61.fasta', 0.701, 757, 0.318, 0.0, 0.637, 375.049, 2.589
'MAFFT_b1#0061_hhH_tree_3_OP_2.3303660621034012_Split_61.fasta', 0.706, 777, 0.305, 0.0, 0.637, 374.731, 2.556
'MAFFT_b1#0061_hhH_tree_45_OP_2.450502530351305_Split_61.fasta', 0.72, 782, 0.287, 0.0, 0.52, 360.517, 2.617
'MAFFT_b1#0061_hhH_tree_87_OP_2.138081629728955_Split_61.fasta', 0.603, 744, 0.397, 0.0, 0.693, 419.918, 2.62
'MAFFT_b1#0061_hhT_tree_19_OP_2.086025278277926_Split_61.fasta', 0.701, 757, 0.318, 0.0, 0.637, 375.049, 2.589
'MAFFT_b1#0061_hhT_tree_3_OP_2.3303660621034012_Split_61.fasta', 0.706, 777, 0.305, 0.0, 0.637, 374.731, 2.556
'MAFFT_b1#0061_hhT_tree_45_OP_2.450502530351305_Split_61.fasta', 0.72, 782, 0.287, 0.0, 0.52, 360.517, 2.617
'MAFFT_b1#0061_hhT_tree_87_OP_2.138081629728955_Split_61.fasta', 0.603, 744, 0.397, 0.0, 0.693, 419.918, 2.62
'MAFFT_b1#0061_htH_tree_19_OP_2.086025278277926_Split_61.fasta', 0.716, 770, 0.303, 0.0, 0.517, 367.124, 2.589
'MAFFT_b1#0061_htH_tree_3_OP_2.3303660621034012_Split_61.fasta', 0.673, 766, 0.335, 0.0, 0.693, 396.824, 2.556
'MAFFT_b1#0061_htH_tree_45_OP_2.450502530351305_Split_61.fasta', 0.714, 776, 0.296, 0.0, 0.634, 368.965, 2.617
'MAFFT_b1#0061_htH_tree_87_OP_2.138081629728955_Split_61.fasta', 0.593, 757, 0.407, 0.0, 0.693, 425.642, 2.62
'MAFFT_b1#0061_htT_tree_19_OP_2.086025278277926_Split_61.fasta', 0.716, 770, 0.303, 0.0, 0.517, 367.124, 2.589
'MAFFT_b1#0061_htT_tree_3_OP_2.3303660621034012_Split_61.fasta', 0.673, 766, 0.335, 0.0, 0.693, 396.824, 2.556
'MAFFT_b1#0061_htT_tree_45_OP_2.450502530351305_Split_61.fasta', 0.714, 776, 0.296, 0.0, 0.634, 368.965, 2.617
'MAFFT_b1#0061_htT_tree_87_OP_2.138081629728955_Split_61.fasta', 0.593, 757, 0.407, 0.0, 0.693, 425.642, 2.62
'MAFFT_b1#0062_hhH_tree_55_OP_2.981723484578797_Split_62.fasta', 0.613, 767, 0.394, 0.0, 0.693, 425.362, 2.612
'MAFFT_b1#0062_hhT_tree_55_OP_2.981723484578797_Split_62.fasta', 0.613, 767, 0.394, 0.0, 0.693, 425.362, 2.612
'MAFFT_b1#0062_htH_tree_55_OP_2.981723484578797_Split_62.fasta', 0.599, 776, 0.403, 0.0, 0.693, 435.591, 2.612
'MAFFT_b1#0062_htT_tree_55_OP_2.981723484578797_Split_62.fasta', 0.599, 776, 0.403, 0.0, 0.693, 435.591, 2.612
'MAFFT_b1#0065_hhH_tree_8_OP_2.675007884014506_Split_65.fasta', 0.716, 752, 0.295, 0.0, 0.5, 357.37, 2.612
'MAFFT_b1#0065_hhT_tree_8_OP_2.675007884014506_Split_65.fasta', 0.716, 752, 0.295, 0.0, 0.5, 357.37, 2.612
'MAFFT_b1#0065_htH_tree_8_OP_2.675007884014506_Split_65.fasta', 0.705, 748, 0.306, 0.0, 0.616, 365.402, 2.612
'MAFFT_b1#0065_htT_tree_8_OP_2.675007884014506_Split_65.fasta', 0.705, 748, 0.306, 0.0, 0.616, 365.402, 2.612
'MAFFT_b1#0067_hhH_tree_61_OP_2.4621083212934276_Split_67.fasta', 0.624, 761, 0.384, 0.0, 0.693, 422.747, 2.617
'MAFFT_b1#0067_hhT_tree_61_OP_2.4621083212934276_Split_67.fasta', 0.624, 761, 0.384, 0.0, 0.693, 422.747, 2.617
'MAFFT_b1#0067_htH_tree_61_OP_2.4621083212934276_Split_67.fasta', 0.627, 759, 0.383, 0.0, 0.693, 420.397, 2.617
'MAFFT_b1#0067_htT_tree_61_OP_2.4621083212934276_Split_67.fasta', 0.627, 759, 0.383, 0.0, 0.693, 420.397, 2.617
'MSA.BALIPHY.aln.best.126014.fas', 0.828, 799, 0.18, 0.0, 0.0, 270.257, 2.602
'MSA.MAFFT.aln.With_Names', 0.564, 814, 0.408, 0.0, 0.693, 434.918, 2.574
'MSA.MUSCLE.aln.best.126014.fas', 0.785, 787, 0.225, 0.0, 0.0, 308.406, 2.577
'MSA.PRANK.aln.With_Names', 0.802, 794, 0.205, 0.0, 0.0, 293.838, 2.605
'MUSCLE_diversified_replicate.abc.1.afa', 0.766, 807, 0.238, 0.0, 0.0, 323.371, 2.606
'MUSCLE_diversified_replicate.abc.101.afa', 0.798, 786, 0.211, 0.0, 0.0, 298.439, 2.598
'MUSCLE_diversified_replicate.abc.105.afa', 0.77, 798, 0.234, 0.0, 0.0, 319.745, 2.585
'MUSCLE_diversified_replicate.abc.109.afa', 0.751, 811, 0.255, 0.0, 0.0, 337.958, 2.599
'MUSCLE_diversified_replicate.abc.113.afa', 0.753, 799, 0.254, 0.0, 0.0, 335.079, 2.598
'MUSCLE_diversified_replicate.abc.117.afa', 0.799, 785, 0.211, 0.0, 0.0, 296.68, 2.568
'MUSCLE_diversified_replicate.abc.121.afa', 0.773, 795, 0.234, 0.0, 0.0, 315.063, 2.585
'MUSCLE_diversified_replicate.abc.125.afa', 0.78, 799, 0.231, 0.0, 0.0, 318.845, 2.55
'MUSCLE_diversified_replicate.abc.129.afa', 0.784, 784, 0.225, 0.0, 0.0, 310.64, 2.598
'MUSCLE_diversified_replicate.abc.13.afa', 0.803, 789, 0.208, 0.0, 0.0, 295.258, 2.585
'MUSCLE_diversified_replicate.abc.133.afa', 0.779, 795, 0.231, 0.0, 0.0, 313.311, 2.598
'MUSCLE_diversified_replicate.abc.137.afa', 0.767, 797, 0.24, 0.0, 0.0, 320.81, 2.598
'MUSCLE_diversified_replicate.abc.141.afa', 0.77, 797, 0.236, 0.0, 0.0, 318.31, 2.577
'MUSCLE_diversified_replicate.abc.145.afa', 0.764, 805, 0.239, 0.0, 0.0, 324.695, 2.585
'MUSCLE_diversified_replicate.abc.149.afa', 0.777, 793, 0.233, 0.0, 0.0, 313.512, 2.598
'MUSCLE_diversified_replicate.abc.153.afa', 0.777, 799, 0.228, 0.0, 0.0, 312.651, 2.598
'MUSCLE_diversified_replicate.abc.157.afa', 0.744, 804, 0.256, 0.0, 0.153, 339.215, 2.598
'MUSCLE_diversified_replicate.abc.161.afa', 0.782, 792, 0.231, 0.0, 0.0, 313.819, 2.573
'MUSCLE_diversified_replicate.abc.165.afa', 0.754, 800, 0.247, 0.0, 0.0, 331.041, 2.573
'MUSCLE_diversified_replicate.abc.169.afa', 0.767, 792, 0.239, 0.0, 0.0, 323.331, 2.585
'MUSCLE_diversified_replicate.abc.17.afa', 0.753, 820, 0.246, 0.0, 0.0, 334.548, 2.606
'MUSCLE_diversified_replicate.abc.173.afa', 0.776, 801, 0.227, 0.0, 0.0, 311.663, 2.577
'MUSCLE_diversified_replicate.abc.177.afa', 0.757, 795, 0.249, 0.0, 0.0, 330.1, 2.577
'MUSCLE_diversified_replicate.abc.181.afa', 0.765, 797, 0.241, 0.0, 0.0, 324.235, 2.598
'MUSCLE_diversified_replicate.abc.185.afa', 0.809, 785, 0.204, 0.0, 0.0, 288.249, 2.585
'MUSCLE_diversified_replicate.abc.189.afa', 0.783, 791, 0.227, 0.0, 0.0, 306.765, 2.573
'MUSCLE_diversified_replicate.abc.193.afa', 0.751, 820, 0.248, 0.0, 0.0, 334.733, 2.596
'MUSCLE_diversified_replicate.abc.197.afa', 0.77, 788, 0.24, 0.0, 0.0, 323.762, 2.577
'MUSCLE_diversified_replicate.abc.201.afa', 0.763, 806, 0.241, 0.0, 0.0, 325.39, 2.608
'MUSCLE_diversified_replicate.abc.205.afa', 0.759, 822, 0.243, 0.0, 0.0, 327.816, 2.588
'MUSCLE_diversified_replicate.abc.209.afa', 0.748, 808, 0.255, 0.0, 0.079, 336.789, 2.568
'MUSCLE_diversified_replicate.abc.21.afa', 0.77, 809, 0.237, 0.0, 0.0, 321.362, 2.598
'MUSCLE_diversified_replicate.abc.213.afa', 0.784, 794, 0.225, 0.0, 0.0, 308.172, 2.573
'MUSCLE_diversified_replicate.abc.217.afa', 0.786, 776, 0.224, 0.0, 0.0, 309.386, 2.577
'MUSCLE_diversified_replicate.abc.221.afa', 0.751, 793, 0.253, 0.0, 0.0, 336.655, 2.585
'MUSCLE_diversified_replicate.abc.225.afa', 0.75, 804, 0.249, 0.0, 0.019, 327.246, 2.585
'MUSCLE_diversified_replicate.abc.229.afa', 0.743, 800, 0.258, 0.0, 0.167, 336.92, 2.568
'MUSCLE_diversified_replicate.abc.233.afa', 0.775, 789, 0.235, 0.0, 0.0, 314.835, 2.585
'MUSCLE_diversified_replicate.abc.237.afa', 0.746, 803, 0.259, 0.0, 0.083, 339.851, 2.577
'MUSCLE_diversified_replicate.abc.241.afa', 0.794, 783, 0.217, 0.0, 0.0, 301.795, 2.585
'MUSCLE_diversified_replicate.abc.245.afa', 0.783, 791, 0.224, 0.0, 0.0, 311.419, 2.573
'MUSCLE_diversified_replicate.abc.249.afa', 0.765, 798, 0.238, 0.0, 0.0, 321.868, 2.568
'MUSCLE_diversified_replicate.abc.25.afa', 0.792, 793, 0.216, 0.0, 0.0, 302.036, 2.596
'MUSCLE_diversified_replicate.abc.253.afa', 0.76, 800, 0.244, 0.0, 0.0, 327.558, 2.598
'MUSCLE_diversified_replicate.abc.257.afa', 0.761, 805, 0.243, 0.0, 0.0, 323.564, 2.59
'MUSCLE_diversified_replicate.abc.261.afa', 0.745, 808, 0.253, 0.0, 0.153, 335.057, 2.586
'MUSCLE_diversified_replicate.abc.265.afa', 0.779, 789, 0.23, 0.0, 0.0, 312.975, 2.598
'MUSCLE_diversified_replicate.abc.269.afa', 0.784, 792, 0.222, 0.0, 0.0, 309.726, 2.577
'MUSCLE_diversified_replicate.abc.273.afa', 0.762, 798, 0.243, 0.0, 0.0, 327.091, 2.586
'MUSCLE_diversified_replicate.abc.277.afa', 0.75, 808, 0.257, 0.0, 0.0, 337.235, 2.58
'MUSCLE_diversified_replicate.abc.281.afa', 0.785, 789, 0.225, 0.0, 0.0, 310.691, 2.573
'MUSCLE_diversified_replicate.abc.285.afa', 0.759, 803, 0.243, 0.0, 0.0, 326.718, 2.577
'MUSCLE_diversified_replicate.abc.289.afa', 0.773, 793, 0.234, 0.0, 0.0, 314.162, 2.577
'MUSCLE_diversified_replicate.abc.29.afa', 0.765, 795, 0.24, 0.0, 0.0, 322.983, 2.568
'MUSCLE_diversified_replicate.abc.293.afa', 0.753, 792, 0.252, 0.0, 0.0, 333.475, 2.598
'MUSCLE_diversified_replicate.abc.297.afa', 0.787, 783, 0.221, 0.0, 0.0, 308.558, 2.577
'MUSCLE_diversified_replicate.abc.301.afa', 0.747, 809, 0.256, 0.0, 0.135, 338.763, 2.568
'MUSCLE_diversified_replicate.abc.305.afa', 0.743, 798, 0.255, 0.0, 0.161, 338.101, 2.585
'MUSCLE_diversified_replicate.abc.309.afa', 0.773, 802, 0.232, 0.0, 0.0, 314.269, 2.598
'MUSCLE_diversified_replicate.abc.313.afa', 0.777, 790, 0.232, 0.0, 0.0, 313.706, 2.577
'MUSCLE_diversified_replicate.abc.317.afa', 0.759, 800, 0.245, 0.0, 0.0, 328.612, 2.577
'MUSCLE_diversified_replicate.abc.321.afa', 0.761, 810, 0.245, 0.0, 0.0, 328.87, 2.573
'MUSCLE_diversified_replicate.abc.325.afa', 0.758, 792, 0.251, 0.0, 0.0, 332.291, 2.577
'MUSCLE_diversified_replicate.abc.329.afa', 0.761, 796, 0.244, 0.0, 0.0, 326.956, 2.585
'MUSCLE_diversified_replicate.abc.33.afa', 0.756, 802, 0.25, 0.0, 0.0, 334.272, 2.55
'MUSCLE_diversified_replicate.abc.333.afa', 0.756, 810, 0.246, 0.0, 0.0, 332.827, 2.599
'MUSCLE_diversified_replicate.abc.337.afa', 0.781, 779, 0.226, 0.0, 0.0, 312.47, 2.596
'MUSCLE_diversified_replicate.abc.341.afa', 0.759, 806, 0.243, 0.0, 0.0, 326.38, 2.573
'MUSCLE_diversified_replicate.abc.345.afa', 0.736, 802, 0.265, 0.0, 0.313, 347.175, 2.606
'MUSCLE_diversified_replicate.abc.349.afa', 0.788, 786, 0.223, 0.0, 0.0, 306.132, 2.573
'MUSCLE_diversified_replicate.abc.353.afa', 0.764, 807, 0.24, 0.0, 0.0, 321.812, 2.577
'MUSCLE_diversified_replicate.abc.357.afa', 0.782, 796, 0.225, 0.0, 0.0, 311.577, 2.585
'MUSCLE_diversified_replicate.abc.361.afa', 0.775, 785, 0.235, 0.0, 0.0, 321.244, 2.585
'MUSCLE_diversified_replicate.abc.365.afa', 0.748, 789, 0.258, 0.0, 0.079, 337.026, 2.573
'MUSCLE_diversified_replicate.abc.369.afa', 0.757, 823, 0.244, 0.0, 0.0, 326.15, 2.564
'MUSCLE_diversified_replicate.abc.37.afa', 0.766, 802, 0.239, 0.0, 0.0, 326.253, 2.573
'MUSCLE_diversified_replicate.abc.373.afa', 0.773, 797, 0.229, 0.0, 0.0, 317.473, 2.588
'MUSCLE_diversified_replicate.abc.377.afa', 0.75, 797, 0.254, 0.0, 0.057, 335.364, 2.598
'MUSCLE_diversified_replicate.abc.381.afa', 0.786, 799, 0.22, 0.0, 0.0, 307.381, 2.577
'MUSCLE_diversified_replicate.abc.385.afa', 0.814, 775, 0.2, 0.0, 0.0, 288.52, 2.573
'MUSCLE_diversified_replicate.abc.389.afa', 0.762, 800, 0.241, 0.0, 0.0, 324.577, 2.577
'MUSCLE_diversified_replicate.abc.393.afa', 0.753, 823, 0.249, 0.0, 0.0, 331.777, 2.573
'MUSCLE_diversified_replicate.abc.397.afa', 0.769, 795, 0.236, 0.0, 0.0, 324.047, 2.598
'MUSCLE_diversified_replicate.abc.41.afa', 0.763, 806, 0.242, 0.0, 0.0, 324.693, 2.573
'MUSCLE_diversified_replicate.abc.45.afa', 0.795, 776, 0.215, 0.0, 0.0, 300.022, 2.58
'MUSCLE_diversified_replicate.abc.49.afa', 0.747, 815, 0.258, 0.0, 0.081, 338.482, 2.598
'MUSCLE_diversified_replicate.abc.5.afa', 0.758, 810, 0.243, 0.0, 0.0, 328.672, 2.578
'MUSCLE_diversified_replicate.abc.53.afa', 0.772, 802, 0.234, 0.0, 0.0, 318.96, 2.573
'MUSCLE_diversified_replicate.abc.57.afa', 0.742, 813, 0.257, 0.0, 0.185, 337.996, 2.568
'MUSCLE_diversified_replicate.abc.61.afa', 0.771, 795, 0.236, 0.0, 0.0, 319.051, 2.595
'MUSCLE_diversified_replicate.abc.65.afa', 0.777, 800, 0.227, 0.0, 0.0, 309.853, 2.577
'MUSCLE_diversified_replicate.abc.69.afa', 0.78, 780, 0.229, 0.0, 0.0, 314.405, 2.577
'MUSCLE_diversified_replicate.abc.73.afa', 0.806, 772, 0.209, 0.0, 0.0, 291.921, 2.585
'MUSCLE_diversified_replicate.abc.77.afa', 0.772, 805, 0.234, 0.0, 0.0, 318.069, 2.585
'MUSCLE_diversified_replicate.abc.81.afa', 0.754, 812, 0.247, 0.0, 0.0, 331.584, 2.586
'MUSCLE_diversified_replicate.abc.85.afa', 0.782, 788, 0.23, 0.0, 0.0, 314.078, 2.577
'MUSCLE_diversified_replicate.abc.89.afa', 0.763, 808, 0.241, 0.0, 0.0, 322.44, 2.598
'MUSCLE_diversified_replicate.abc.9.afa', 0.746, 810, 0.258, 0.0, 0.082, 335.401, 2.585
'MUSCLE_diversified_replicate.abc.93.afa', 0.779, 790, 0.23, 0.0, 0.0, 313.987, 2.568
'MUSCLE_diversified_replicate.abc.97.afa', 0.747, 817, 0.256, 0.0, 0.082, 340.175, 2.573
'MUSCLE_diversified_replicate.acb.10.afa', 0.747, 818, 0.255, 0.0, 0.111, 341.703, 2.612
'MUSCLE_diversified_replicate.acb.102.afa', 0.762, 805, 0.246, 0.0, 0.0, 329.854, 2.573
'MUSCLE_diversified_replicate.acb.106.afa', 0.789, 792, 0.222, 0.0, 0.0, 306.11, 2.574
'MUSCLE_diversified_replicate.acb.110.afa', 0.764, 788, 0.243, 0.0, 0.0, 326.612, 2.555
'MUSCLE_diversified_replicate.acb.114.afa', 0.776, 798, 0.232, 0.0, 0.0, 315.348, 2.598
'MUSCLE_diversified_replicate.acb.118.afa', 0.757, 806, 0.246, 0.0, 0.0, 326.39, 2.568
'MUSCLE_diversified_replicate.acb.122.afa', 0.789, 791, 0.218, 0.0, 0.0, 303.572, 2.577
